allocation_id,quotation_id,quotation_line_id,variant_id,warehouse_id,allocated_quantity,fulfillment_status,allocated_at
WALLOC-00224,QT-MUM-0059,QL-00262,VAR-0154,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00225,QT-MUM-0060,QL-00263,VAR-0324,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00226,QT-MUM-0060,QL-00264,VAR-0499,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00227,QT-MUM-0060,QL-00265,VAR-0308,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00228,QT-MUM-0060,QL-00266,VAR-0257,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00229,QT-MUM-0060,QL-00267,VAR-0576,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00230,QT-MUM-0061,QL-00270,VAR-0343,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00231,QT-MUM-0061,QL-00271,VAR-0267,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00232,QT-MUM-0061,QL-00272,VAR-0370,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00233,QT-MUM-0061,QL-00273,VAR-0369,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00234,QT-MUM-0062,QL-00274,VAR-0621,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00235,QT-MUM-0062,QL-00275,VAR-0204,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00236,QT-MUM-0062,QL-00276,VAR-0591,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00237,QT-MUM-0062,QL-00277,VAR-0590,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00238,QT-MUM-0063,QL-00278,VAR-0523,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00239,QT-MUM-0063,QL-00279,VAR-0500,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00240,QT-MUM-0063,QL-00280,VAR-0458,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00241,QT-MUM-0063,QL-00281,VAR-0081,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00242,QT-MUM-0063,QL-00282,VAR-0391,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00243,QT-MUM-0064,QL-00284,VAR-0074,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00244,QT-MUM-0064,QL-00285,VAR-0082,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00245,QT-MUM-0064,QL-00286,VAR-0166,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00246,QT-MUM-0064,QL-00287,VAR-0352,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00247,QT-MUM-0065,QL-00289,VAR-0278,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00248,QT-MUM-0065,QL-00290,VAR-0456,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00249,QT-MUM-0065,QL-00291,VAR-0372,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00250,QT-MUM-0065,QL-00292,VAR-0602,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00251,QT-MUM-0066,QL-00293,VAR-0258,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00252,QT-MUM-0066,QL-00294,VAR-0082,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00253,QT-MUM-0066,QL-00295,VAR-0216,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00254,QT-MUM-0067,QL-00297,VAR-0407,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00255,QT-MUM-0067,QL-00298,VAR-0537,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00256,QT-MUM-0067,QL-00299,VAR-0086,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00257,QT-MUM-0068,QL-00300,VAR-0317,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00258,QT-MUM-0068,QL-00301,VAR-0235,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00259,QT-MUM-0068,QL-00302,VAR-0254,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00260,QT-MUM-0068,QL-00303,VAR-0291,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00261,QT-MUM-0069,QL-00305,VAR-0334,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00262,QT-MUM-0069,QL-00306,VAR-0488,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00263,QT-MUM-0069,QL-00307,VAR-0479,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00264,QT-MUM-0069,QL-00308,VAR-0554,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00265,QT-MUM-0070,QL-00310,VAR-0652,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00266,QT-MUM-0070,QL-00311,VAR-0578,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00267,QT-MUM-0070,QL-00312,VAR-0446,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00268,QT-MUM-0070,QL-00313,VAR-0537,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00269,QT-MUM-0070,QL-00314,VAR-0547,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00270,QT-MUM-0071,QL-00315,VAR-0160,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00271,QT-MUM-0071,QL-00316,VAR-0311,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00272,QT-MUM-0071,QL-00317,VAR-0011,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00273,QT-MUM-0071,QL-00318,VAR-0001,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00274,QT-MUM-0072,QL-00319,VAR-0489,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00275,QT-MUM-0072,QL-00320,VAR-0307,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00276,QT-MUM-0072,QL-00321,VAR-0010,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00277,QT-MUM-0072,QL-00322,VAR-0441,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00278,QT-MUM-0073,QL-00325,VAR-0405,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00279,QT-MUM-0073,QL-00326,VAR-0256,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00280,QT-MUM-0073,QL-00327,VAR-0168,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00281,QT-MUM-0073,QL-00328,VAR-0400,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00282,QT-MUM-0074,QL-00329,VAR-0628,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00283,QT-MUM-0074,QL-00330,VAR-0279,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00284,QT-MUM-0074,QL-00331,VAR-0292,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00285,QT-MUM-0074,QL-00332,VAR-0545,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00286,QT-MUM-0074,QL-00333,VAR-0276,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00287,QT-MUM-0075,QL-00334,VAR-0464,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00288,QT-MUM-0075,QL-00335,VAR-0279,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00289,QT-MUM-0075,QL-00336,VAR-0638,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00290,QT-MUM-0075,QL-00337,VAR-0504,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00291,QT-MUM-0075,QL-00338,VAR-0193,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00292,QT-MUM-0076,QL-00340,VAR-0009,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00293,QT-MUM-0076,QL-00341,VAR-0239,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00294,QT-MUM-0076,QL-00342,VAR-0093,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00295,QT-MUM-0076,QL-00343,VAR-0155,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00296,QT-MUM-0077,QL-00345,VAR-0033,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00297,QT-MUM-0077,QL-00346,VAR-0339,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00298,QT-MUM-0077,QL-00347,VAR-0083,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00299,QT-MUM-0077,QL-00348,VAR-0150,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00300,QT-MUM-0078,QL-00349,VAR-0257,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00301,QT-MUM-0078,QL-00350,VAR-0391,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00302,QT-MUM-0078,QL-00351,VAR-0013,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00303,QT-MUM-0079,QL-00353,VAR-0204,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00304,QT-MUM-0079,QL-00354,VAR-0472,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00305,QT-MUM-0079,QL-00355,VAR-0097,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00306,QT-MUM-0080,QL-00356,VAR-0331,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00307,QT-MUM-0080,QL-00357,VAR-0163,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00308,QT-MUM-0080,QL-00358,VAR-0645,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00309,QT-MUM-0080,QL-00359,VAR-0044,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00310,QT-MUM-0081,QL-00361,VAR-0054,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00311,QT-MUM-0081,QL-00362,VAR-0224,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00312,QT-MUM-0081,QL-00363,VAR-0116,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00313,QT-MUM-0081,QL-00364,VAR-0242,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00314,QT-MUM-0082,QL-00366,VAR-0044,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00315,QT-MUM-0082,QL-00367,VAR-0596,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00316,QT-MUM-0082,QL-00368,VAR-0487,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00317,QT-MUM-0083,QL-00369,VAR-0162,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00318,QT-MUM-0083,QL-00370,VAR-0512,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00319,QT-MUM-0083,QL-00371,VAR-0094,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00320,QT-MUM-0084,QL-00372,VAR-0158,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00321,QT-MUM-0084,QL-00373,VAR-0550,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00322,QT-MUM-0084,QL-00374,VAR-0110,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00323,QT-MUM-0084,QL-00375,VAR-0129,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00324,QT-MUM-0085,QL-00378,VAR-0387,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00325,QT-MUM-0085,QL-00379,VAR-0367,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00326,QT-MUM-0085,QL-00380,VAR-0138,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00327,QT-MUM-0086,QL-00381,VAR-0556,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00328,QT-MUM-0086,QL-00382,VAR-0502,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00329,QT-MUM-0086,QL-00383,VAR-0195,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00330,QT-MUM-0086,QL-00384,VAR-0581,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00331,QT-MUM-0087,QL-00385,VAR-0165,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00332,QT-MUM-0087,QL-00386,VAR-0071,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00333,QT-MUM-0087,QL-00387,VAR-0544,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00334,QT-MUM-0087,QL-00388,VAR-0159,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00335,QT-MUM-0087,QL-00389,VAR-0461,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00336,QT-MUM-0088,QL-00391,VAR-0373,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00337,QT-MUM-0088,QL-00392,VAR-0636,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00338,QT-MUM-0088,QL-00393,VAR-0245,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00339,QT-MUM-0088,QL-00394,VAR-0329,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00340,QT-MUM-0088,QL-00395,VAR-0065,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00341,QT-MUM-0089,QL-00397,VAR-0290,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00342,QT-MUM-0089,QL-00398,VAR-0331,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00343,QT-MUM-0089,QL-00399,VAR-0420,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00344,QT-MUM-0089,QL-00400,VAR-0330,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00345,QT-MUM-0089,QL-00401,VAR-0114,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00346,QT-MUM-0090,QL-00402,VAR-0197,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00347,QT-MUM-0090,QL-00403,VAR-0102,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00348,QT-MUM-0090,QL-00404,VAR-0033,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00349,QT-MUM-0090,QL-00405,VAR-0585,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00350,QT-MUM-0091,QL-00407,VAR-0227,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00351,QT-MUM-0091,QL-00408,VAR-0621,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00352,QT-MUM-0091,QL-00409,VAR-0073,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00353,QT-MUM-0091,QL-00410,VAR-0014,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00354,QT-MUM-0092,QL-00411,VAR-0426,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00355,QT-MUM-0092,QL-00412,VAR-0378,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00356,QT-MUM-0092,QL-00413,VAR-0060,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00357,QT-MUM-0092,QL-00414,VAR-0632,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00358,QT-MUM-0092,QL-00415,VAR-0273,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00359,QT-MUM-0093,QL-00417,VAR-0237,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00360,QT-MUM-0093,QL-00418,VAR-0545,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00361,QT-MUM-0093,QL-00419,VAR-0395,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00362,QT-MUM-0093,QL-00420,VAR-0195,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00363,QT-MUM-0093,QL-00421,VAR-0198,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00364,QT-MUM-0094,QL-00423,VAR-0367,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00365,QT-MUM-0094,QL-00424,VAR-0470,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00366,QT-MUM-0094,QL-00425,VAR-0438,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00367,QT-MUM-0094,QL-00426,VAR-0107,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00368,QT-MUM-0094,QL-00427,VAR-0171,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00369,QT-MUM-0095,QL-00428,VAR-0361,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00370,QT-MUM-0095,QL-00429,VAR-0323,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00371,QT-MUM-0095,QL-00430,VAR-0564,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00372,QT-MUM-0095,QL-00431,VAR-0333,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00373,QT-MUM-0096,QL-00432,VAR-0577,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00374,QT-MUM-0096,QL-00433,VAR-0559,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00375,QT-MUM-0096,QL-00434,VAR-0220,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00376,QT-MUM-0097,QL-00437,VAR-0036,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00377,QT-MUM-0097,QL-00438,VAR-0292,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00378,QT-MUM-0097,QL-00439,VAR-0611,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00379,QT-MUM-0097,QL-00440,VAR-0017,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00380,QT-MUM-0097,QL-00441,VAR-0531,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00381,QT-MUM-0098,QL-00442,VAR-0567,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00382,QT-MUM-0098,QL-00443,VAR-0524,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00383,QT-MUM-0098,QL-00444,VAR-0570,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00384,QT-MUM-0098,QL-00445,VAR-0585,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00385,QT-MUM-0099,QL-00446,VAR-0376,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00386,QT-MUM-0099,QL-00447,VAR-0597,WH-001,2,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00387,QT-MUM-0099,QL-00448,VAR-0256,WH-001,20,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00388,QT-MUM-0099,QL-00449,VAR-0239,WH-001,5,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00389,QT-MUM-0100,QL-00451,VAR-0495,WH-001,60,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00390,QT-MUM-0100,QL-00452,VAR-0178,WH-001,25,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00391,QT-MUM-0100,QL-00453,VAR-0500,WH-001,10,ALLOCATED,2026-02-28T14:00:00Z
WALLOC-00392,QT-MUM-0100,QL-00454,VAR-0591,WH-001,40,ALLOCATED,2026-02-28T14:00:00Z
