invoice_line_id,invoice_id,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type
INVL-00116,INV-BILL-0027,PRODUCT,VAR-0460,,,Lenovo ThinkStation P3 Tower Quantitative Rig / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,60,170100.00,7.50,765450.00,18.0,1699299.00,11139849.00,ONE_TIME
INVL-00117,INV-BILL-0027,PRODUCT,VAR-0622,,,Lenovo ThinkVision P34w-20 34.1-inch WQHD Curved Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,5,74100.00,3.00,11115.00,18.0,64689.30,424074.30,ONE_TIME
INVL-00118,INV-BILL-0027,PRODUCT,VAR-0483,,,ASUS ExpertCenter E500 G9 Intel Xeon Tower / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,60,186300.00,7.50,838350.00,18.0,1861137.00,12200787.00,ONE_TIME
INVL-00119,INV-BILL-0028,PRODUCT,VAR-0147,,,Lenovo ThinkSystem SR650 V3 2U Flagship Core Database / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,10,492000.00,3.00,147600.00,18.0,859032.00,5631432.00,ONE_TIME
INVL-00120,INV-BILL-0028,PRODUCT,VAR-0597,,,Cisco Secure Firewall Firepower 1010 Desktop NGFW / + 1-Year Enterprise Unified Threat Protection Suite,40,106600.00,12.00,511680.00,18.0,675417.60,4427737.60,ONE_TIME
INVL-00121,INV-BILL-0028,PRODUCT,VAR-0187,,,Cisco Catalyst 9200L 48-Port Gigabit PoE+ 4x10G Switch / 19-inch Rackmount / Redundant Power Ready,10,222000.00,7.50,166500.00,18.0,369630.00,2423130.00,ONE_TIME
INVL-00122,INV-BILL-0028,PRODUCT,VAR-0639,,,Eaton 9PX 1500VA 2U Online Double-Conversion UPS / + Extended Battery Module (EBM) 2U Pack,25,85600.00,10.00,214000.00,18.0,346680.00,2272680.00,ONE_TIME
INVL-00123,INV-BILL-0028,PRODUCT,VAR-0524,,,NetApp AFF A250 NVMe End-to-End Enterprise Storage / 128TB Raw / 32Gb Fibre Channel SAN Gateway,2,3696000.00,3.00,221760.00,18.0,1290643.20,8460883.20,ONE_TIME
INVL-00124,INV-BILL-0028,SUBSCRIPTION,,,SUB-013,Enterprise Desk-Side Support & SLA Helpdesk (Per User) (Monthly),1,750.00,0.00,0.00,18.0,135.00,885.00,RECURRING
INVL-00125,INV-BILL-0029,PRODUCT,VAR-0136,,,Dell PowerEdge R860 2U 4-Socket Dense Enterprise Core / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,25,864000.00,10.00,2160000.00,18.0,3499200.00,22939200.00,ONE_TIME
INVL-00126,INV-BILL-0029,PRODUCT,VAR-0112,,,HP Z4 G5 Intel Xeon W Mainstream High-Compute / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,40,222000.00,7.50,666000.00,18.0,1478520.00,9692520.00,ONE_TIME
INVL-00127,INV-BILL-0029,PRODUCT,VAR-0017,,,Core i7-1370P / 32GB / 1TB SSD / 4K OLED Pen,60,182000.00,3.00,327600.00,18.0,1906632.00,12499032.00,ONE_TIME
INVL-00128,INV-BILL-0029,PRODUCT,VAR-0208,,,Juniper EX2300 24-Port Gigabit PoE+ Compact Switch / 19-inch Rackmount / Redundant Power Ready,25,98400.00,0.00,0.00,18.0,442800.00,2902800.00,ONE_TIME
INVL-00129,INV-BILL-0029,SERVICE,,SRV-012,,Emergency Mumbai Onsite 4-Hour Response IT Support,1,3500.00,5.00,175.00,18.0,598.50,3923.50,ONE_TIME
INVL-00130,INV-BILL-0030,PRODUCT,VAR-0615,,,HP E24 G5 23.8-inch FHD Ergonomic Business Monitor / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,2,18900.00,7.50,2835.00,18.0,6293.70,41258.70,ONE_TIME
INVL-00131,INV-BILL-0030,PRODUCT,VAR-0040,,,Lenovo ThinkPad L14 Gen 4 Enterprise Deployment / 16GB RAM / 512GB SSD / Win 11 Pro,40,74000.00,3.00,88800.00,18.0,516816.00,3388016.00,ONE_TIME
INVL-00132,INV-BILL-0030,PRODUCT,VAR-0545,,,Cisco Catalyst 9500 24-Port 25G Fiber Core Switch / Redundant AC Power Supply & Stacking Module,25,979200.00,10.00,2448000.00,18.0,3965760.00,25997760.00,ONE_TIME
INVL-00133,INV-BILL-0030,PRODUCT,VAR-0516,,,Dell PowerStore 500T All-Flash Unified Storage Array / 128TB Raw / 32Gb Fibre Channel SAN Gateway,60,1646400.00,0.00,0.00,18.0,17781120.00,116565120.00,ONE_TIME
INVL-00134,INV-BILL-0030,PRODUCT,VAR-0121,,,Lenovo ThinkStation P360 Tiny Quad Display Hub / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,60,95000.00,12.00,684000.00,18.0,902880.00,5918880.00,ONE_TIME
INVL-00135,INV-BILL-0031,PRODUCT,VAR-0442,,,Acer Veriton X2690G Small Form Factor / 32GB DDR5 / 1TB NVMe / Win 11 Pro,40,57340.00,10.00,229360.00,18.0,371563.20,2435803.20,ONE_TIME
INVL-00136,INV-BILL-0031,PRODUCT,VAR-0535,,,Western Digital Ultrastar Data60 60-Bay JBOD Storage / 128TB Raw / 32Gb Fibre Channel SAN Gateway,20,1209600.00,3.00,725760.00,18.0,4223923.20,27690163.20,ONE_TIME
INVL-00137,INV-BILL-0031,PRODUCT,VAR-0431,,,HP EliteDesk 800 G9 Small Form Factor / 32GB DDR5 / 1TB NVMe / Win 11 Pro,60,91500.00,7.50,411750.00,18.0,914085.00,5992335.00,ONE_TIME
INVL-00138,INV-BILL-0031,PRODUCT,VAR-0380,,,Core i9-13900H / 32GB DDR5 / 1TB NVMe / Win 11 Pro,60,351360.00,7.50,1581120.00,18.0,3510086.40,23010566.40,ONE_TIME
INVL-00139,INV-BILL-0031,PRODUCT,VAR-0045,,,HP ProBook 440 G10 Commercial Fleet Notebook / 16GB RAM / 512GB SSD / Win 11 Pro,10,65000.00,10.00,65000.00,18.0,105300.00,690300.00,ONE_TIME
INVL-00140,INV-BILL-0032,PRODUCT,VAR-0590,,,Sophos XGS 136 High-Capacity Branch Firewall / + 1-Year Enterprise Unified Threat Protection Suite,20,113800.00,3.00,68280.00,18.0,397389.60,2605109.60,ONE_TIME
INVL-00141,INV-BILL-0032,PRODUCT,VAR-0101,,,Dell Precision 7920 Dual Xeon Scalable Compute Workstation / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,60,336000.00,0.00,0.00,18.0,3628800.00,23788800.00,ONE_TIME
INVL-00142,INV-BILL-0032,PRODUCT,VAR-0436,,,Apple Mac Studio M2 Max 12-Core CPU 30-Core GPU / 32GB DDR5 / 1TB NVMe / Win 11 Pro,10,256078.00,10.00,256078.00,18.0,414846.36,2719548.36,ONE_TIME
INVL-00143,INV-BILL-0032,PRODUCT,VAR-0138,,,HPE ProLiant DL20 Gen11 1U Short-Depth Edge Server / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,25,142000.00,7.50,266250.00,18.0,591075.00,3874825.00,ONE_TIME
INVL-00144,INV-BILL-0032,PRODUCT,VAR-0261,,,HP E27q G5 27-inch QHD Corporate Workstation Display / Factory Calibrated / Tilt-Swivel-Pivot,10,26400.00,3.00,7920.00,18.0,46094.40,302174.40,ONE_TIME
INVL-00145,INV-BILL-0032,SERVICE,,SRV-001,,Enterprise Server & High-Density Rack Installation,1,8500.00,10.00,850.00,18.0,1377.00,9027.00,ONE_TIME
INVL-00146,INV-BILL-0032,SUBSCRIPTION,,,SUB-001,Comprehensive 24x7 4-Hour SLA Enterprise Hardware AMC (Yearly),1,52000.00,0.00,0.00,18.0,9360.00,61360.00,RECURRING
INVL-00147,INV-BILL-0033,PRODUCT,VAR-0536,,,Seagate Exos E 4U106 106-Bay High-Density Enclosure / 128TB Raw / 32Gb Fibre Channel SAN Gateway,40,1932000.00,3.00,2318400.00,18.0,13493088.00,88454688.00,ONE_TIME
INVL-00148,INV-BILL-0033,PRODUCT,VAR-0121,,,Lenovo ThinkStation P360 Tiny Quad Display Hub / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,40,95000.00,5.00,190000.00,18.0,649800.00,4259800.00,ONE_TIME
INVL-00149,INV-BILL-0033,PRODUCT,VAR-0533,,,QNAP TVS-h1688X 16-Bay ZFS Enterprise Desktop NAS / 128TB Raw / 32Gb Fibre Channel SAN Gateway,20,487200.00,5.00,487200.00,18.0,1666224.00,10923024.00,ONE_TIME
INVL-00150,INV-BILL-0033,PRODUCT,VAR-0008,,,Core i7-1370P / 32GB / 1TB SSD / QHD+ Touch,2,185000.00,3.00,11100.00,18.0,64602.00,423502.00,ONE_TIME
INVL-00151,INV-BILL-0033,PRODUCT,VAR-0385,,,Core i7-13800H / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,241560.00,12.00,579744.00,18.0,765262.08,5016718.08,ONE_TIME
INVL-00152,INV-BILL-0034,PRODUCT,VAR-0260,,,HP E24 G5 23.8-inch FHD Ergonomic Business Monitor / Factory Calibrated / Tilt-Swivel-Pivot,10,14400.00,10.00,14400.00,18.0,23328.00,152928.00,ONE_TIME
INVL-00153,INV-BILL-0034,PRODUCT,VAR-0268,,,ViewSonic ColorPro VP2768a 27-inch Factory Calibrated QHD / Factory Calibrated / Tilt-Swivel-Pivot,10,40800.00,12.00,48960.00,18.0,64627.20,423667.20,ONE_TIME
INVL-00154,INV-BILL-0034,PRODUCT,VAR-0549,,,Cisco Meraki MS390-48P Multi-Gigabit Modular Uplinks / Redundant AC Power Supply & Stacking Module,20,424800.00,3.00,254880.00,18.0,1483401.60,9724521.60,ONE_TIME
INVL-00155,INV-BILL-0034,PRODUCT,VAR-0434,,,Apple Mac mini M2 8-Core CPU 10-Core GPU / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,73078.00,10.00,146156.00,18.0,236772.72,1552176.72,ONE_TIME
INVL-00156,INV-BILL-0034,PRODUCT,VAR-0579,,,Fortinet FortiGate 80F Dual WAN Bypass Firewall / + 1-Year Enterprise Unified Threat Protection Suite,60,157000.00,10.00,942000.00,18.0,1526040.00,10004040.00,ONE_TIME
INVL-00157,INV-BILL-0035,PRODUCT,VAR-0184,,,Western Digital Ultrastar DC SN650 15.36TB NVMe SSD / Dual Controller / 10G/25G iSCSI & 32Gb FC,20,174000.00,5.00,174000.00,18.0,595080.00,3901080.00,ONE_TIME
INVL-00158,INV-BILL-0035,PRODUCT,VAR-0380,,,Core i9-13900H / 32GB DDR5 / 1TB NVMe / Win 11 Pro,10,351360.00,10.00,351360.00,18.0,569203.20,3731443.20,ONE_TIME
INVL-00159,INV-BILL-0035,PRODUCT,VAR-0573,,,Ubiquiti UniFi Switch Aggregation 8-Port 10G SFP+ / Redundant AC Power Supply & Stacking Module,10,36000.00,12.00,43200.00,18.0,57024.00,373824.00,ONE_TIME
INVL-00160,INV-BILL-0035,PRODUCT,VAR-0569,,,Cisco 10GBASE-SR SFP+ Optical Transceiver (Pack of 4) / Redundant AC Power Supply & Stacking Module,20,46080.00,12.00,110592.00,18.0,145981.44,956989.44,ONE_TIME
INVL-00161,INV-BILL-0035,SERVICE,,SRV-009,,Corporate Boardroom Video Conferencing Integration,1,15500.00,10.00,1550.00,18.0,2511.00,16461.00,ONE_TIME
INVL-00162,INV-BILL-0036,PRODUCT,VAR-0236,,,Sophos XGS 2100 1U Enterprise Rackmount Firewall / Hardware Appliance / Base Bundle,2,192000.00,3.00,11520.00,18.0,67046.40,439526.40,ONE_TIME
INVL-00163,INV-BILL-0036,PRODUCT,VAR-0458,,,Dell Precision 7960 Rackmount 2U Remote Workstation / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,25,550800.00,7.50,1032750.00,18.0,2292705.00,15029955.00,ONE_TIME
INVL-00164,INV-BILL-0036,PRODUCT,VAR-0166,,,HPE MSA 2060 16Gb Fibre Channel Hybrid Storage / Dual Controller / 10G/25G iSCSI & 32Gb FC,60,576000.00,5.00,1728000.00,18.0,5909760.00,38741760.00,ONE_TIME
INVL-00165,INV-BILL-0036,SUBSCRIPTION,,,SUB-018,BFSI Compliant Immutable Log Retention & Audit Archival (Monthly),1,16000.00,0.00,0.00,18.0,2880.00,18880.00,RECURRING
INVL-00166,INV-BILL-0037,PRODUCT,VAR-0054,,,Microsoft Surface Laptop 6 15.0 Core Ultra 7 / 16GB RAM / 512GB SSD / Win 11 Pro,60,162999.00,0.00,0.00,18.0,1760389.20,11540329.20,ONE_TIME
INVL-00167,INV-BILL-0037,PRODUCT,VAR-0165,,,Dell PowerVault ME5084 5U 84-Bay High-Density Storage / Dual Controller / 10G/25G iSCSI & 32Gb FC,60,1128000.00,3.00,2030400.00,18.0,11816928.00,77466528.00,ONE_TIME
INVL-00168,INV-BILL-0037,PRODUCT,VAR-0399,,,HP EliteBook 860 G10 16.0 Corporate Numeric / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,114680.00,10.00,229360.00,18.0,371563.20,2435803.20,ONE_TIME
INVL-00169,INV-BILL-0037,PRODUCT,VAR-0652,,,APC NetShelter Metered Rack PDU 16A 230V (8 Outlets) / + Extended Battery Module (EBM) 2U Pack,20,44800.00,0.00,0.00,18.0,161280.00,1057280.00,ONE_TIME
INVL-00170,INV-BILL-0037,PRODUCT,VAR-0006,,,Core Ultra 7 / 16GB / 512GB SSD / Win 11 Pro,2,138000.00,5.00,13800.00,18.0,47196.00,309396.00,ONE_TIME
INVL-00171,INV-BILL-0038,PRODUCT,VAR-0380,,,Core i9-13900H / 32GB DDR5 / 1TB NVMe / Win 11 Pro,2,351360.00,12.00,84326.40,18.0,111310.85,729704.45,ONE_TIME
INVL-00172,INV-BILL-0038,PRODUCT,VAR-0082,,,Apple Mac Studio M2 Ultra 24-Core CPU 60-Core GPU / 16GB RAM / 512GB NVMe / Win 11 Pro,20,414900.00,7.50,622350.00,18.0,1381617.00,9057267.00,ONE_TIME
INVL-00173,INV-BILL-0038,PRODUCT,VAR-0624,,,ViewSonic ColorPro VP3481a 34-inch Curved Ultrawide USB-C / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,25,86100.00,12.00,258300.00,18.0,340956.00,2235156.00,ONE_TIME
INVL-00174,INV-BILL-0038,SERVICE,,SRV-034,,On-Site Cryptographic Hard Drive Decommissioning & Shred,1,900.00,5.00,45.00,18.0,153.90,1008.90,ONE_TIME
INVL-00175,INV-BILL-0039,PRODUCT,VAR-0612,,,LG 34WN80C-B 34-inch 21:9 Curved Ultrawide USB-C Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,2,54900.00,3.00,3294.00,18.0,19171.08,125677.08,ONE_TIME
INVL-00176,INV-BILL-0039,PRODUCT,VAR-0059,,,HP 240 G9 Essential Business Notebook / 16GB RAM / 512GB SSD / Win 11 Pro,60,47000.00,12.00,338400.00,18.0,446688.00,2928288.00,ONE_TIME
INVL-00177,INV-BILL-0039,PRODUCT,VAR-0180,,,Western Digital Ultrastar Data60 60-Bay JBOD Storage / Dual Controller / 10G/25G iSCSI & 32Gb FC,60,864000.00,10.00,5184000.00,18.0,8398080.00,55054080.00,ONE_TIME
INVL-00178,INV-BILL-0039,PRODUCT,VAR-0507,,,Cisco UCS C240 M7 2U Multi-Storage Enterprise Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,10,774300.00,3.00,232290.00,18.0,1351927.80,8862637.80,ONE_TIME
INVL-00179,INV-BILL-0039,PRODUCT,VAR-0450,,,Dell OptiPlex 5400 All-in-One 23.8 FHD / 32GB DDR5 / 1TB NVMe / Win 11 Pro,2,89060.00,10.00,17812.00,18.0,28855.44,189163.44,ONE_TIME
INVL-00180,INV-BILL-0040,PRODUCT,VAR-0529,,,Synology RackStation RS4021xs+ 16-Bay 3U SAN/NAS / 128TB Raw / 32Gb Fibre Channel SAN Gateway,10,739200.00,3.00,221760.00,18.0,1290643.20,8460883.20,ONE_TIME
INVL-00181,INV-BILL-0040,PRODUCT,VAR-0238,,,Sophos XGS 3100 Datacenter Protection Appliance / Hardware Appliance / Base Bundle,40,456000.00,0.00,0.00,18.0,3283200.00,21523200.00,ONE_TIME
INVL-00182,INV-BILL-0040,PRODUCT,VAR-0630,,,HP E24m G4 23.8-inch Zoom Certified USB-C Web Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,5,29700.00,0.00,0.00,18.0,26730.00,175230.00,ONE_TIME
INVL-00183,INV-BILL-0040,PRODUCT,VAR-0174,,,Synology RackStation RS4021xs+ 16-Bay 3U SAN/NAS / Dual Controller / 10G/25G iSCSI & 32Gb FC,10,528000.00,7.50,396000.00,18.0,879120.00,5763120.00,ONE_TIME
INVL-00184,INV-BILL-0040,PRODUCT,VAR-0037,,,Dell Latitude 7650 16-inch Executive Spreadsheets / 16GB RAM / 512GB SSD / Win 11 Pro,10,130000.00,12.00,156000.00,18.0,205920.00,1349920.00,ONE_TIME
INVL-00185,INV-BILL-0040,SUBSCRIPTION,,,SUB-013,Enterprise Desk-Side Support & SLA Helpdesk (Per User) (Monthly),1,750.00,0.00,0.00,18.0,135.00,885.00,RECURRING
INVL-00186,INV-BILL-0041,PRODUCT,VAR-0601,,,Dell P2422H 24-inch ComfortView Plus Business Monitor / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,40,18300.00,12.00,87840.00,18.0,115948.80,760108.80,ONE_TIME
INVL-00187,INV-BILL-0041,PRODUCT,VAR-0206,,,Ubiquiti UniFi U6 Pro Dual-Band Wi-Fi 6 AP / 19-inch Rackmount / Redundant Power Ready,2,16800.00,0.00,0.00,18.0,6048.00,39648.00,ONE_TIME
INVL-00188,INV-BILL-0041,PRODUCT,VAR-0531,,,Synology DiskStation DS3622xs+ 12-Bay Enterprise Tower / 128TB Raw / 32Gb Fibre Channel SAN Gateway,25,394800.00,5.00,493500.00,18.0,1687770.00,11064270.00,ONE_TIME
INVL-00189,INV-BILL-0041,PRODUCT,VAR-0016,,,Core Ultra 7 / 32GB / 1TB SSD / 120Hz OLED,40,202000.00,10.00,808000.00,18.0,1308960.00,8580960.00,ONE_TIME
INVL-00190,INV-BILL-0041,SERVICE,,SRV-038,,Single-Mode Fiber Optic Fusion Splicing & OTDR Test,1,11500.00,5.00,575.00,18.0,1966.50,12891.50,ONE_TIME
INVL-00191,INV-BILL-0042,PRODUCT,VAR-0284,,,Eaton 9PX 1500VA 2U Online Double-Conversion UPS / Sealed Lead-Acid Battery / LCD Display,20,57600.00,7.50,86400.00,18.0,191808.00,1257408.00,ONE_TIME
INVL-00192,INV-BILL-0042,PRODUCT,VAR-0232,,,Palo Alto Networks PA-1410 10G Fiber Perimeter Gateway / Hardware Appliance / Base Bundle,25,696000.00,0.00,0.00,18.0,3132000.00,20532000.00,ONE_TIME
INVL-00193,INV-BILL-0042,PRODUCT,VAR-0621,,,Lenovo ThinkVision P27u-20 27-inch 4K Thunderbolt 4 Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,10,63300.00,3.00,18990.00,18.0,110521.80,724531.80,ONE_TIME
INVL-00194,INV-BILL-0042,PRODUCT,VAR-0200,,,Aruba AP-515 Unified Campus Wi-Fi 6 Access Point / 19-inch Rackmount / Redundant Power Ready,20,45600.00,10.00,91200.00,18.0,147744.00,968544.00,ONE_TIME
INVL-00195,INV-BILL-0043,PRODUCT,VAR-0573,,,Ubiquiti UniFi Switch Aggregation 8-Port 10G SFP+ / Redundant AC Power Supply & Stacking Module,10,36000.00,5.00,18000.00,18.0,61560.00,403560.00,ONE_TIME
INVL-00196,INV-BILL-0043,PRODUCT,VAR-0075,,,HP EliteDesk 800 G9 Desktop Mini PC / 16GB RAM / 512GB NVMe / Win 11 Pro,2,70000.00,10.00,14000.00,18.0,22680.00,148680.00,ONE_TIME
INVL-00197,INV-BILL-0043,PRODUCT,VAR-0516,,,Dell PowerStore 500T All-Flash Unified Storage Array / 128TB Raw / 32Gb Fibre Channel SAN Gateway,10,1646400.00,10.00,1646400.00,18.0,2667168.00,17484768.00,ONE_TIME
INVL-00198,INV-BILL-0044,PRODUCT,VAR-0257,,,LG 34WN80C-B 34-inch 21:9 Curved Ultrawide USB-C Display / Factory Calibrated / Tilt-Swivel-Pivot,60,50400.00,3.00,90720.00,18.0,527990.40,3461270.40,ONE_TIME
INVL-00199,INV-BILL-0044,PRODUCT,VAR-0454,,,Dell Precision 3660 Tower Financial Workstation / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,60,159300.00,5.00,477900.00,18.0,1634418.00,10714518.00,ONE_TIME
INVL-00200,INV-BILL-0044,PRODUCT,VAR-0387,,,Core i7-1355U / 32GB DDR5 / 1TB NVMe / Win 11 Pro,60,192760.00,7.50,867420.00,18.0,1925672.40,12623852.40,ONE_TIME
INVL-00201,INV-BILL-0044,PRODUCT,VAR-0577,,,Fortinet FortiGate 60F Enterprise Branch Firewall / + 1-Year Enterprise Unified Threat Protection Suite,40,94600.00,7.50,283800.00,18.0,630036.00,4130236.00,ONE_TIME
INVL-00202,INV-BILL-0044,PRODUCT,VAR-0496,,,HPE ProLiant DL380 Gen11 2U 2P World Best-Selling Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,25,756900.00,0.00,0.00,18.0,3406050.00,22328550.00,ONE_TIME
INVL-00203,INV-BILL-0044,SERVICE,,SRV-031,,Meeting Room Acoustic Echo Cancellation & Mic Array Tuning,1,7500.00,0.00,0.00,18.0,1350.00,8850.00,ONE_TIME
INVL-00204,INV-BILL-0044,SUBSCRIPTION,,,SUB-009,Proactive All-Flash SAN Storage Telemetry & Capacity Planning (Monthly),1,4200.00,0.00,0.00,18.0,756.00,4956.00,RECURRING
INVL-00205,INV-BILL-0045,PRODUCT,VAR-0392,,,Dell Latitude 7650 16-inch Executive Spreadsheets / 32GB DDR5 / 1TB NVMe / Win 11 Pro,40,158600.00,12.00,761280.00,18.0,1004889.60,6587609.60,ONE_TIME
INVL-00206,INV-BILL-0045,PRODUCT,VAR-0649,,,APC Smart-UPS 2200VA LCD 230V Workstation Tower / + Extended Battery Module (EBM) 2U Pack,5,85600.00,5.00,21400.00,18.0,73188.00,479788.00,ONE_TIME
INVL-00207,INV-BILL-0045,PRODUCT,VAR-0226,,,Fortinet FortiGate 200F High-Throughput Perimeter Firewall / Hardware Appliance / Base Bundle,20,408000.00,5.00,408000.00,18.0,1395360.00,9147360.00,ONE_TIME
INVL-00208,INV-BILL-0046,PRODUCT,VAR-0549,,,Cisco Meraki MS390-48P Multi-Gigabit Modular Uplinks / Redundant AC Power Supply & Stacking Module,2,424800.00,7.50,63720.00,18.0,141458.40,927338.40,ONE_TIME
INVL-00209,INV-BILL-0046,PRODUCT,VAR-0010,,,Core Ultra 9 / 64GB / 2TB / RTX 4070 / 4K+ OLED,40,270000.00,12.00,1296000.00,18.0,1710720.00,11214720.00,ONE_TIME
INVL-00210,INV-BILL-0046,PRODUCT,VAR-0270,,,Samsung ViewFinity S8 27-inch 4K Matte Anti-Glare Display / Factory Calibrated / Tilt-Swivel-Pivot,60,43200.00,5.00,129600.00,18.0,443232.00,2905632.00,ONE_TIME
INVL-00211,INV-BILL-0046,PRODUCT,VAR-0255,,,LG 27-inch 4K UHD IPS USB-C Display with HDR10 / Factory Calibrated / Tilt-Swivel-Pivot,2,34800.00,10.00,6960.00,18.0,11275.20,73915.20,ONE_TIME
INVL-00212,INV-BILL-0046,PRODUCT,VAR-0295,,,Eaton 5P 1500VA 1U High-Density Rackmount UPS / Sealed Lead-Acid Battery / LCD Display,5,38400.00,7.50,14400.00,18.0,31968.00,209568.00,ONE_TIME
INVL-00213,INV-BILL-0047,PRODUCT,VAR-0363,,,Jabra Evolve2 65 MS Wireless Noise-Cancelling Headset / Commercial Retail Pack,5,18600.00,12.00,11160.00,18.0,14731.20,96571.20,ONE_TIME
INVL-00214,INV-BILL-0047,PRODUCT,VAR-0224,,,Fortinet FortiGate 80F Dual WAN Bypass Firewall / Hardware Appliance / Base Bundle,40,132000.00,3.00,158400.00,18.0,921888.00,6043488.00,ONE_TIME
INVL-00215,INV-BILL-0047,PRODUCT,VAR-0588,,,Palo Alto Networks PA-3410 Datacenter Inspection Firewall / + 1-Year Enterprise Unified Threat Protection Suite,20,1201000.00,12.00,2882400.00,18.0,3804768.00,24942368.00,ONE_TIME
INVL-00216,INV-BILL-0047,PRODUCT,VAR-0276,,,Dell P3424WEB 34-inch Curved Video Conferencing Ultrawide / Factory Calibrated / Tilt-Swivel-Pivot,5,91200.00,3.00,13680.00,18.0,79617.60,521937.60,ONE_TIME
INVL-00217,INV-BILL-0047,SERVICE,,SRV-016,,Corporate Desktop & Micro-PC Desk-Side Rollout,1,1100.00,5.00,55.00,18.0,188.10,1233.10,ONE_TIME
INVL-00218,INV-BILL-0048,PRODUCT,VAR-0235,,,Sophos XGS 136 High-Capacity Branch Firewall / Hardware Appliance / Base Bundle,60,88800.00,10.00,532800.00,18.0,863136.00,5658336.00,ONE_TIME
INVL-00219,INV-BILL-0048,PRODUCT,VAR-0208,,,Juniper EX2300 24-Port Gigabit PoE+ Compact Switch / 19-inch Rackmount / Redundant Power Ready,10,98400.00,3.00,29520.00,18.0,171806.40,1126286.40,ONE_TIME
INVL-00220,INV-BILL-0048,PRODUCT,VAR-0256,,,LG 32UN880 Ergo Arm 32-inch 4K UHD UltraFine Display / Factory Calibrated / Tilt-Swivel-Pivot,60,55200.00,0.00,0.00,18.0,596160.00,3908160.00,ONE_TIME
INVL-00221,INV-BILL-0048,SUBSCRIPTION,,,SUB-004,Platinum Datacenter Server Cluster AMC with Spares Onsite (Yearly),1,110000.00,0.00,0.00,18.0,19800.00,129800.00,RECURRING
INVL-00222,INV-BILL-0049,PRODUCT,VAR-0505,,,Lenovo ThinkSystem ST550 4U Enterprise Tower/Rack Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,60,400200.00,10.00,2401200.00,18.0,3889944.00,25500744.00,ONE_TIME
INVL-00223,INV-BILL-0049,PRODUCT,VAR-0629,,,Dell C2423H 24-inch Video Conferencing FHD Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,2,27900.00,7.50,4185.00,18.0,9290.70,60905.70,ONE_TIME
INVL-00224,INV-BILL-0049,PRODUCT,VAR-0007,,,Core Ultra 7 / 32GB / 1TB SSD / Win 11 Pro,10,163000.00,10.00,163000.00,18.0,264060.00,1731060.00,ONE_TIME
INVL-00225,INV-BILL-0050,PRODUCT,VAR-0505,,,Lenovo ThinkSystem ST550 4U Enterprise Tower/Rack Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,5,400200.00,10.00,200100.00,18.0,324162.00,2125062.00,ONE_TIME
INVL-00226,INV-BILL-0050,PRODUCT,VAR-0589,,,Sophos XGS 116 Desktop Next-Gen Firewall with PoE / + 1-Year Enterprise Unified Threat Protection Suite,10,82600.00,7.50,61950.00,18.0,137529.00,901579.00,ONE_TIME
INVL-00227,INV-BILL-0050,PRODUCT,VAR-0282,,,APC Smart-UPS On-Line SRT 6000VA 230V 4U Server Room / Sealed Lead-Acid Battery / LCD Display,5,258000.00,10.00,129000.00,18.0,208980.00,1369980.00,ONE_TIME
INVL-00228,INV-BILL-0050,PRODUCT,VAR-0503,,,Lenovo ThinkSystem SR655 V3 2U High-Core AMD EPYC Single-P / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,5,591600.00,0.00,0.00,18.0,532440.00,3490440.00,ONE_TIME
INVL-00229,INV-BILL-0050,SERVICE,,SRV-034,,On-Site Cryptographic Hard Drive Decommissioning & Shred,1,900.00,5.00,45.00,18.0,153.90,1008.90,ONE_TIME
