line_id,quotation_id,line_number,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type,fulfillment_warehouse_id,fulfillment_status
QL-00105,QT-MUM-0026,3,PRODUCT,VAR-0416,,,Dell Precision 5680 16-inch Creator Workstation / 32GB DDR5 / 1TB NVMe / Win 11 Pro,25,307440.00,0.00,0.00,18.0,1383480.00,9069480.00,ONE_TIME,WH-001,ALLOCATED
QL-00106,QT-MUM-0026,4,PRODUCT,VAR-0362,,,Logitech MK370 Combo for Business Silent Wireless Set / Commercial Retail Pack,25,3360.00,3.00,2520.00,18.0,14666.40,96146.40,ONE_TIME,WH-001,ALLOCATED
QL-00107,QT-MUM-0027,1,PRODUCT,VAR-0170,,,NetApp FAS2820 Hybrid Cloud Storage Architecture / Dual Controller / 10G/25G iSCSI & 32Gb FC,40,1068000.00,5.00,2136000.00,18.0,7305120.00,47889120.00,ONE_TIME,WH-001,ALLOCATED
QL-00108,QT-MUM-0027,2,PRODUCT,VAR-0236,,,Sophos XGS 2100 1U Enterprise Rackmount Firewall / Hardware Appliance / Base Bundle,5,192000.00,3.00,28800.00,18.0,167616.00,1098816.00,ONE_TIME,WH-001,ALLOCATED
QL-00109,QT-MUM-0027,3,PRODUCT,VAR-0079,,,Apple Mac mini M2 8-Core CPU 10-Core GPU / 16GB RAM / 512GB NVMe / Win 11 Pro,5,59900.00,3.00,8985.00,18.0,52292.70,342807.70,ONE_TIME,WH-001,ALLOCATED
QL-00110,QT-MUM-0027,4,PRODUCT,VAR-0527,,,Synology RackStation RS2423+ 12-Bay 2U Storage / 128TB Raw / 32Gb Fibre Channel SAN Gateway,10,277200.00,10.00,277200.00,18.0,449064.00,2943864.00,ONE_TIME,WH-001,ALLOCATED
QL-00111,QT-MUM-0027,5,SERVICE,,SRV-008,,Online Double-Conversion Rackmount UPS Commissioning,1,5000.00,10.00,500.00,18.0,810.00,5310.00,ONE_TIME,,PENDING
QL-00112,QT-MUM-0028,1,PRODUCT,VAR-0425,,,Lenovo ThinkCentre M80q Gen 4 High Security / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,79300.00,12.00,190320.00,18.0,251222.40,1646902.40,ONE_TIME,WH-001,ALLOCATED
QL-00113,QT-MUM-0028,2,PRODUCT,VAR-0339,,,Brother MFC-L6900DW Enterprise High-Speed All-in-One MFP / Duplex Network / Secure Pull Print,20,81600.00,7.50,122400.00,18.0,271728.00,1781328.00,ONE_TIME,WH-001,ALLOCATED
QL-00114,QT-MUM-0028,3,PRODUCT,VAR-0117,,,ASUS ESC700 G4 High-Performance GPU Workstation / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,5,252000.00,10.00,126000.00,18.0,204120.00,1338120.00,ONE_TIME,WH-001,ALLOCATED
QL-00115,QT-MUM-0028,4,SUBSCRIPTION,,,SUB-006,Managed Firewall Security Operations (SOC) & Threat Feeds (Monthly),1,9200.00,0.00,0.00,18.0,1656.00,10856.00,RECURRING,,PENDING
QL-00116,QT-MUM-0029,1,PRODUCT,VAR-0421,,,Dell OptiPlex 7010 Mini Tower Desktop / 32GB DDR5 / 1TB NVMe / Win 11 Pro,25,81740.00,10.00,204350.00,18.0,331047.00,2170197.00,ONE_TIME,WH-001,ALLOCATED
QL-00117,QT-MUM-0029,2,PRODUCT,VAR-0023,,,Core i7-1365U / 32GB / 1TB SSD / 3:2 OLED,5,192000.00,3.00,28800.00,18.0,167616.00,1098816.00,ONE_TIME,WH-001,ALLOCATED
QL-00118,QT-MUM-0029,3,PRODUCT,VAR-0250,,,Dell UltraSharp U2723QE 27-inch 4K USB-C Hub Monitor / Factory Calibrated / Tilt-Swivel-Pivot,40,57600.00,10.00,230400.00,18.0,373248.00,2446848.00,ONE_TIME,WH-001,ALLOCATED
QL-00119,QT-MUM-0029,4,PRODUCT,VAR-0045,,,HP ProBook 440 G10 Commercial Fleet Notebook / 16GB RAM / 512GB SSD / Win 11 Pro,2,65000.00,10.00,13000.00,18.0,21060.00,138060.00,ONE_TIME,WH-001,ALLOCATED
QL-00120,QT-MUM-0029,5,PRODUCT,VAR-0131,,,Dell PowerEdge R450 1U Dual-Socket Dense Compute / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,5,234000.00,0.00,0.00,18.0,210600.00,1380600.00,ONE_TIME,WH-001,ALLOCATED
QL-00121,QT-MUM-0030,1,PRODUCT,VAR-0265,,,Lenovo ThinkVision T27h-30 27-inch QHD USB-C Hub Monitor / Factory Calibrated / Tilt-Swivel-Pivot,20,31200.00,10.00,62400.00,18.0,101088.00,662688.00,ONE_TIME,WH-001,ALLOCATED
QL-00122,QT-MUM-0030,2,PRODUCT,VAR-0185,,,Seagate Exos X20 20TB Enterprise SAS 12Gbps 7.2K (Pack of 4) / Dual Controller / 10G/25G iSCSI & 32Gb FC,25,134000.00,12.00,402000.00,18.0,530640.00,3478640.00,ONE_TIME,WH-001,ALLOCATED
QL-00123,QT-MUM-0030,3,PRODUCT,VAR-0530,,,Synology DiskStation DS1821+ 8-Bay Desktop NAS / 128TB Raw / 32Gb Fibre Channel SAN Gateway,2,148400.00,12.00,35616.00,18.0,47013.12,308197.12,ONE_TIME,WH-001,ALLOCATED
QL-00124,QT-MUM-0030,4,SERVICE,,SRV-019,,Secure Pull-Printing & Departmental Badge Reader Setup,1,4800.00,0.00,0.00,18.0,864.00,5664.00,ONE_TIME,,PENDING
QL-00125,QT-MUM-0031,1,PRODUCT,VAR-0460,,,Lenovo ThinkStation P3 Tower Quantitative Rig / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,60,170100.00,7.50,765450.00,18.0,1699299.00,11139849.00,ONE_TIME,WH-001,ALLOCATED
QL-00126,QT-MUM-0031,2,PRODUCT,VAR-0622,,,Lenovo ThinkVision P34w-20 34.1-inch WQHD Curved Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,5,74100.00,3.00,11115.00,18.0,64689.30,424074.30,ONE_TIME,WH-001,ALLOCATED
QL-00127,QT-MUM-0031,3,PRODUCT,VAR-0483,,,ASUS ExpertCenter E500 G9 Intel Xeon Tower / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,60,186300.00,7.50,838350.00,18.0,1861137.00,12200787.00,ONE_TIME,WH-001,ALLOCATED
QL-00128,QT-MUM-0032,1,PRODUCT,VAR-0147,,,Lenovo ThinkSystem SR650 V3 2U Flagship Core Database / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,10,492000.00,3.00,147600.00,18.0,859032.00,5631432.00,ONE_TIME,WH-001,ALLOCATED
QL-00129,QT-MUM-0032,2,PRODUCT,VAR-0597,,,Cisco Secure Firewall Firepower 1010 Desktop NGFW / + 1-Year Enterprise Unified Threat Protection Suite,40,106600.00,12.00,511680.00,18.0,675417.60,4427737.60,ONE_TIME,WH-001,ALLOCATED
QL-00130,QT-MUM-0032,3,PRODUCT,VAR-0187,,,Cisco Catalyst 9200L 48-Port Gigabit PoE+ 4x10G Switch / 19-inch Rackmount / Redundant Power Ready,10,222000.00,7.50,166500.00,18.0,369630.00,2423130.00,ONE_TIME,WH-001,ALLOCATED
QL-00131,QT-MUM-0032,4,PRODUCT,VAR-0639,,,Eaton 9PX 1500VA 2U Online Double-Conversion UPS / + Extended Battery Module (EBM) 2U Pack,25,85600.00,10.00,214000.00,18.0,346680.00,2272680.00,ONE_TIME,WH-001,ALLOCATED
QL-00132,QT-MUM-0032,5,PRODUCT,VAR-0524,,,NetApp AFF A250 NVMe End-to-End Enterprise Storage / 128TB Raw / 32Gb Fibre Channel SAN Gateway,2,3696000.00,3.00,221760.00,18.0,1290643.20,8460883.20,ONE_TIME,WH-001,ALLOCATED
QL-00133,QT-MUM-0032,6,SUBSCRIPTION,,,SUB-013,Enterprise Desk-Side Support & SLA Helpdesk (Per User) (Monthly),1,750.00,0.00,0.00,18.0,135.00,885.00,RECURRING,,PENDING
QL-00134,QT-MUM-0033,1,PRODUCT,VAR-0136,,,Dell PowerEdge R860 2U 4-Socket Dense Enterprise Core / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,25,864000.00,10.00,2160000.00,18.0,3499200.00,22939200.00,ONE_TIME,WH-001,ALLOCATED
QL-00135,QT-MUM-0033,2,PRODUCT,VAR-0112,,,HP Z4 G5 Intel Xeon W Mainstream High-Compute / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,40,222000.00,7.50,666000.00,18.0,1478520.00,9692520.00,ONE_TIME,WH-001,ALLOCATED
QL-00136,QT-MUM-0033,3,PRODUCT,VAR-0017,,,Core i7-1370P / 32GB / 1TB SSD / 4K OLED Pen,60,182000.00,3.00,327600.00,18.0,1906632.00,12499032.00,ONE_TIME,WH-001,ALLOCATED
QL-00137,QT-MUM-0033,4,PRODUCT,VAR-0208,,,Juniper EX2300 24-Port Gigabit PoE+ Compact Switch / 19-inch Rackmount / Redundant Power Ready,25,98400.00,0.00,0.00,18.0,442800.00,2902800.00,ONE_TIME,WH-001,ALLOCATED
QL-00138,QT-MUM-0033,5,SERVICE,,SRV-012,,Emergency Mumbai Onsite 4-Hour Response IT Support,1,3500.00,5.00,175.00,18.0,598.50,3923.50,ONE_TIME,,PENDING
QL-00139,QT-MUM-0034,1,PRODUCT,VAR-0615,,,HP E24 G5 23.8-inch FHD Ergonomic Business Monitor / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,2,18900.00,7.50,2835.00,18.0,6293.70,41258.70,ONE_TIME,WH-001,ALLOCATED
QL-00140,QT-MUM-0034,2,PRODUCT,VAR-0040,,,Lenovo ThinkPad L14 Gen 4 Enterprise Deployment / 16GB RAM / 512GB SSD / Win 11 Pro,40,74000.00,3.00,88800.00,18.0,516816.00,3388016.00,ONE_TIME,WH-001,ALLOCATED
QL-00141,QT-MUM-0034,3,PRODUCT,VAR-0545,,,Cisco Catalyst 9500 24-Port 25G Fiber Core Switch / Redundant AC Power Supply & Stacking Module,25,979200.00,10.00,2448000.00,18.0,3965760.00,25997760.00,ONE_TIME,WH-001,ALLOCATED
QL-00142,QT-MUM-0034,4,PRODUCT,VAR-0516,,,Dell PowerStore 500T All-Flash Unified Storage Array / 128TB Raw / 32Gb Fibre Channel SAN Gateway,60,1646400.00,0.00,0.00,18.0,17781120.00,116565120.00,ONE_TIME,WH-001,ALLOCATED
QL-00143,QT-MUM-0034,5,PRODUCT,VAR-0121,,,Lenovo ThinkStation P360 Tiny Quad Display Hub / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,60,95000.00,12.00,684000.00,18.0,902880.00,5918880.00,ONE_TIME,WH-001,ALLOCATED
QL-00144,QT-MUM-0035,1,PRODUCT,VAR-0442,,,Acer Veriton X2690G Small Form Factor / 32GB DDR5 / 1TB NVMe / Win 11 Pro,40,57340.00,10.00,229360.00,18.0,371563.20,2435803.20,ONE_TIME,WH-001,ALLOCATED
QL-00145,QT-MUM-0035,2,PRODUCT,VAR-0535,,,Western Digital Ultrastar Data60 60-Bay JBOD Storage / 128TB Raw / 32Gb Fibre Channel SAN Gateway,20,1209600.00,3.00,725760.00,18.0,4223923.20,27690163.20,ONE_TIME,WH-001,ALLOCATED
QL-00146,QT-MUM-0035,3,PRODUCT,VAR-0431,,,HP EliteDesk 800 G9 Small Form Factor / 32GB DDR5 / 1TB NVMe / Win 11 Pro,60,91500.00,7.50,411750.00,18.0,914085.00,5992335.00,ONE_TIME,WH-001,ALLOCATED
QL-00147,QT-MUM-0035,4,PRODUCT,VAR-0380,,,Core i9-13900H / 32GB DDR5 / 1TB NVMe / Win 11 Pro,60,351360.00,7.50,1581120.00,18.0,3510086.40,23010566.40,ONE_TIME,WH-001,ALLOCATED
QL-00148,QT-MUM-0035,5,PRODUCT,VAR-0045,,,HP ProBook 440 G10 Commercial Fleet Notebook / 16GB RAM / 512GB SSD / Win 11 Pro,10,65000.00,10.00,65000.00,18.0,105300.00,690300.00,ONE_TIME,WH-001,ALLOCATED
QL-00149,QT-MUM-0036,1,PRODUCT,VAR-0590,,,Sophos XGS 136 High-Capacity Branch Firewall / + 1-Year Enterprise Unified Threat Protection Suite,20,113800.00,3.00,68280.00,18.0,397389.60,2605109.60,ONE_TIME,WH-001,ALLOCATED
QL-00150,QT-MUM-0036,2,PRODUCT,VAR-0101,,,Dell Precision 7920 Dual Xeon Scalable Compute Workstation / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,60,336000.00,0.00,0.00,18.0,3628800.00,23788800.00,ONE_TIME,WH-001,ALLOCATED
QL-00151,QT-MUM-0036,3,PRODUCT,VAR-0436,,,Apple Mac Studio M2 Max 12-Core CPU 30-Core GPU / 32GB DDR5 / 1TB NVMe / Win 11 Pro,10,256078.00,10.00,256078.00,18.0,414846.36,2719548.36,ONE_TIME,WH-001,ALLOCATED
QL-00152,QT-MUM-0036,4,PRODUCT,VAR-0138,,,HPE ProLiant DL20 Gen11 1U Short-Depth Edge Server / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,25,142000.00,7.50,266250.00,18.0,591075.00,3874825.00,ONE_TIME,WH-001,ALLOCATED
QL-00153,QT-MUM-0036,5,PRODUCT,VAR-0261,,,HP E27q G5 27-inch QHD Corporate Workstation Display / Factory Calibrated / Tilt-Swivel-Pivot,10,26400.00,3.00,7920.00,18.0,46094.40,302174.40,ONE_TIME,WH-001,ALLOCATED
QL-00154,QT-MUM-0036,6,SERVICE,,SRV-001,,Enterprise Server & High-Density Rack Installation,1,8500.00,10.00,850.00,18.0,1377.00,9027.00,ONE_TIME,,PENDING
QL-00155,QT-MUM-0036,7,SUBSCRIPTION,,,SUB-001,Comprehensive 24x7 4-Hour SLA Enterprise Hardware AMC (Yearly),1,52000.00,0.00,0.00,18.0,9360.00,61360.00,RECURRING,,PENDING
QL-00156,QT-MUM-0037,1,PRODUCT,VAR-0536,,,Seagate Exos E 4U106 106-Bay High-Density Enclosure / 128TB Raw / 32Gb Fibre Channel SAN Gateway,40,1932000.00,3.00,2318400.00,18.0,13493088.00,88454688.00,ONE_TIME,WH-001,ALLOCATED
QL-00157,QT-MUM-0037,2,PRODUCT,VAR-0121,,,Lenovo ThinkStation P360 Tiny Quad Display Hub / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,40,95000.00,5.00,190000.00,18.0,649800.00,4259800.00,ONE_TIME,WH-001,ALLOCATED
QL-00158,QT-MUM-0037,3,PRODUCT,VAR-0533,,,QNAP TVS-h1688X 16-Bay ZFS Enterprise Desktop NAS / 128TB Raw / 32Gb Fibre Channel SAN Gateway,20,487200.00,5.00,487200.00,18.0,1666224.00,10923024.00,ONE_TIME,WH-001,ALLOCATED
QL-00159,QT-MUM-0037,4,PRODUCT,VAR-0008,,,Core i7-1370P / 32GB / 1TB SSD / QHD+ Touch,2,185000.00,3.00,11100.00,18.0,64602.00,423502.00,ONE_TIME,WH-001,ALLOCATED
QL-00160,QT-MUM-0037,5,PRODUCT,VAR-0385,,,Core i7-13800H / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,241560.00,12.00,579744.00,18.0,765262.08,5016718.08,ONE_TIME,WH-001,ALLOCATED
QL-00161,QT-MUM-0038,1,PRODUCT,VAR-0260,,,HP E24 G5 23.8-inch FHD Ergonomic Business Monitor / Factory Calibrated / Tilt-Swivel-Pivot,10,14400.00,10.00,14400.00,18.0,23328.00,152928.00,ONE_TIME,WH-001,ALLOCATED
QL-00162,QT-MUM-0038,2,PRODUCT,VAR-0268,,,ViewSonic ColorPro VP2768a 27-inch Factory Calibrated QHD / Factory Calibrated / Tilt-Swivel-Pivot,10,40800.00,12.00,48960.00,18.0,64627.20,423667.20,ONE_TIME,WH-001,ALLOCATED
QL-00163,QT-MUM-0038,3,PRODUCT,VAR-0549,,,Cisco Meraki MS390-48P Multi-Gigabit Modular Uplinks / Redundant AC Power Supply & Stacking Module,20,424800.00,3.00,254880.00,18.0,1483401.60,9724521.60,ONE_TIME,WH-001,ALLOCATED
QL-00164,QT-MUM-0038,4,PRODUCT,VAR-0434,,,Apple Mac mini M2 8-Core CPU 10-Core GPU / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,73078.00,10.00,146156.00,18.0,236772.72,1552176.72,ONE_TIME,WH-001,ALLOCATED
QL-00165,QT-MUM-0038,5,PRODUCT,VAR-0579,,,Fortinet FortiGate 80F Dual WAN Bypass Firewall / + 1-Year Enterprise Unified Threat Protection Suite,60,157000.00,10.00,942000.00,18.0,1526040.00,10004040.00,ONE_TIME,WH-001,ALLOCATED
QL-00166,QT-MUM-0039,1,PRODUCT,VAR-0184,,,Western Digital Ultrastar DC SN650 15.36TB NVMe SSD / Dual Controller / 10G/25G iSCSI & 32Gb FC,20,174000.00,5.00,174000.00,18.0,595080.00,3901080.00,ONE_TIME,WH-001,ALLOCATED
QL-00167,QT-MUM-0039,2,PRODUCT,VAR-0380,,,Core i9-13900H / 32GB DDR5 / 1TB NVMe / Win 11 Pro,10,351360.00,10.00,351360.00,18.0,569203.20,3731443.20,ONE_TIME,WH-001,ALLOCATED
QL-00168,QT-MUM-0039,3,PRODUCT,VAR-0573,,,Ubiquiti UniFi Switch Aggregation 8-Port 10G SFP+ / Redundant AC Power Supply & Stacking Module,10,36000.00,12.00,43200.00,18.0,57024.00,373824.00,ONE_TIME,WH-001,ALLOCATED
QL-00169,QT-MUM-0039,4,PRODUCT,VAR-0569,,,Cisco 10GBASE-SR SFP+ Optical Transceiver (Pack of 4) / Redundant AC Power Supply & Stacking Module,20,46080.00,12.00,110592.00,18.0,145981.44,956989.44,ONE_TIME,WH-001,ALLOCATED
QL-00170,QT-MUM-0039,5,SERVICE,,SRV-009,,Corporate Boardroom Video Conferencing Integration,1,15500.00,10.00,1550.00,18.0,2511.00,16461.00,ONE_TIME,,PENDING
QL-00171,QT-MUM-0040,1,PRODUCT,VAR-0236,,,Sophos XGS 2100 1U Enterprise Rackmount Firewall / Hardware Appliance / Base Bundle,2,192000.00,3.00,11520.00,18.0,67046.40,439526.40,ONE_TIME,WH-001,ALLOCATED
QL-00172,QT-MUM-0040,2,PRODUCT,VAR-0458,,,Dell Precision 7960 Rackmount 2U Remote Workstation / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,25,550800.00,7.50,1032750.00,18.0,2292705.00,15029955.00,ONE_TIME,WH-001,ALLOCATED
QL-00173,QT-MUM-0040,3,PRODUCT,VAR-0166,,,HPE MSA 2060 16Gb Fibre Channel Hybrid Storage / Dual Controller / 10G/25G iSCSI & 32Gb FC,60,576000.00,5.00,1728000.00,18.0,5909760.00,38741760.00,ONE_TIME,WH-001,ALLOCATED
QL-00174,QT-MUM-0040,4,SUBSCRIPTION,,,SUB-018,BFSI Compliant Immutable Log Retention & Audit Archival (Monthly),1,16000.00,0.00,0.00,18.0,2880.00,18880.00,RECURRING,,PENDING
QL-00175,QT-MUM-0041,1,PRODUCT,VAR-0054,,,Microsoft Surface Laptop 6 15.0 Core Ultra 7 / 16GB RAM / 512GB SSD / Win 11 Pro,60,162999.00,0.00,0.00,18.0,1760389.20,11540329.20,ONE_TIME,WH-001,ALLOCATED
QL-00176,QT-MUM-0041,2,PRODUCT,VAR-0165,,,Dell PowerVault ME5084 5U 84-Bay High-Density Storage / Dual Controller / 10G/25G iSCSI & 32Gb FC,60,1128000.00,3.00,2030400.00,18.0,11816928.00,77466528.00,ONE_TIME,WH-001,ALLOCATED
QL-00177,QT-MUM-0041,3,PRODUCT,VAR-0399,,,HP EliteBook 860 G10 16.0 Corporate Numeric / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,114680.00,10.00,229360.00,18.0,371563.20,2435803.20,ONE_TIME,WH-001,ALLOCATED
QL-00178,QT-MUM-0041,4,PRODUCT,VAR-0652,,,APC NetShelter Metered Rack PDU 16A 230V (8 Outlets) / + Extended Battery Module (EBM) 2U Pack,20,44800.00,0.00,0.00,18.0,161280.00,1057280.00,ONE_TIME,WH-001,ALLOCATED
QL-00179,QT-MUM-0041,5,PRODUCT,VAR-0006,,,Core Ultra 7 / 16GB / 512GB SSD / Win 11 Pro,2,138000.00,5.00,13800.00,18.0,47196.00,309396.00,ONE_TIME,WH-001,ALLOCATED
QL-00180,QT-MUM-0042,1,PRODUCT,VAR-0380,,,Core i9-13900H / 32GB DDR5 / 1TB NVMe / Win 11 Pro,2,351360.00,12.00,84326.40,18.0,111310.85,729704.45,ONE_TIME,WH-001,ALLOCATED
QL-00181,QT-MUM-0042,2,PRODUCT,VAR-0082,,,Apple Mac Studio M2 Ultra 24-Core CPU 60-Core GPU / 16GB RAM / 512GB NVMe / Win 11 Pro,20,414900.00,7.50,622350.00,18.0,1381617.00,9057267.00,ONE_TIME,WH-001,ALLOCATED
QL-00182,QT-MUM-0042,3,PRODUCT,VAR-0624,,,ViewSonic ColorPro VP3481a 34-inch Curved Ultrawide USB-C / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,25,86100.00,12.00,258300.00,18.0,340956.00,2235156.00,ONE_TIME,WH-001,ALLOCATED
QL-00183,QT-MUM-0042,4,SERVICE,,SRV-034,,On-Site Cryptographic Hard Drive Decommissioning & Shred,1,900.00,5.00,45.00,18.0,153.90,1008.90,ONE_TIME,,PENDING
QL-00184,QT-MUM-0043,1,PRODUCT,VAR-0612,,,LG 34WN80C-B 34-inch 21:9 Curved Ultrawide USB-C Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,2,54900.00,3.00,3294.00,18.0,19171.08,125677.08,ONE_TIME,WH-001,ALLOCATED
QL-00185,QT-MUM-0043,2,PRODUCT,VAR-0059,,,HP 240 G9 Essential Business Notebook / 16GB RAM / 512GB SSD / Win 11 Pro,60,47000.00,12.00,338400.00,18.0,446688.00,2928288.00,ONE_TIME,WH-001,ALLOCATED
QL-00186,QT-MUM-0043,3,PRODUCT,VAR-0180,,,Western Digital Ultrastar Data60 60-Bay JBOD Storage / Dual Controller / 10G/25G iSCSI & 32Gb FC,60,864000.00,10.00,5184000.00,18.0,8398080.00,55054080.00,ONE_TIME,WH-001,ALLOCATED
QL-00187,QT-MUM-0043,4,PRODUCT,VAR-0507,,,Cisco UCS C240 M7 2U Multi-Storage Enterprise Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,10,774300.00,3.00,232290.00,18.0,1351927.80,8862637.80,ONE_TIME,WH-001,ALLOCATED
QL-00188,QT-MUM-0043,5,PRODUCT,VAR-0450,,,Dell OptiPlex 5400 All-in-One 23.8 FHD / 32GB DDR5 / 1TB NVMe / Win 11 Pro,2,89060.00,10.00,17812.00,18.0,28855.44,189163.44,ONE_TIME,WH-001,ALLOCATED
QL-00189,QT-MUM-0044,1,PRODUCT,VAR-0529,,,Synology RackStation RS4021xs+ 16-Bay 3U SAN/NAS / 128TB Raw / 32Gb Fibre Channel SAN Gateway,10,739200.00,3.00,221760.00,18.0,1290643.20,8460883.20,ONE_TIME,WH-001,ALLOCATED
QL-00190,QT-MUM-0044,2,PRODUCT,VAR-0238,,,Sophos XGS 3100 Datacenter Protection Appliance / Hardware Appliance / Base Bundle,40,456000.00,0.00,0.00,18.0,3283200.00,21523200.00,ONE_TIME,WH-001,ALLOCATED
QL-00191,QT-MUM-0044,3,PRODUCT,VAR-0630,,,HP E24m G4 23.8-inch Zoom Certified USB-C Web Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,5,29700.00,0.00,0.00,18.0,26730.00,175230.00,ONE_TIME,WH-001,ALLOCATED
QL-00192,QT-MUM-0044,4,PRODUCT,VAR-0174,,,Synology RackStation RS4021xs+ 16-Bay 3U SAN/NAS / Dual Controller / 10G/25G iSCSI & 32Gb FC,10,528000.00,7.50,396000.00,18.0,879120.00,5763120.00,ONE_TIME,WH-001,ALLOCATED
QL-00193,QT-MUM-0044,5,PRODUCT,VAR-0037,,,Dell Latitude 7650 16-inch Executive Spreadsheets / 16GB RAM / 512GB SSD / Win 11 Pro,10,130000.00,12.00,156000.00,18.0,205920.00,1349920.00,ONE_TIME,WH-001,ALLOCATED
QL-00194,QT-MUM-0044,6,SUBSCRIPTION,,,SUB-013,Enterprise Desk-Side Support & SLA Helpdesk (Per User) (Monthly),1,750.00,0.00,0.00,18.0,135.00,885.00,RECURRING,,PENDING
QL-00195,QT-MUM-0045,1,PRODUCT,VAR-0601,,,Dell P2422H 24-inch ComfortView Plus Business Monitor / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,40,18300.00,12.00,87840.00,18.0,115948.80,760108.80,ONE_TIME,WH-001,ALLOCATED
QL-00196,QT-MUM-0045,2,PRODUCT,VAR-0206,,,Ubiquiti UniFi U6 Pro Dual-Band Wi-Fi 6 AP / 19-inch Rackmount / Redundant Power Ready,2,16800.00,0.00,0.00,18.0,6048.00,39648.00,ONE_TIME,WH-001,ALLOCATED
QL-00197,QT-MUM-0045,3,PRODUCT,VAR-0531,,,Synology DiskStation DS3622xs+ 12-Bay Enterprise Tower / 128TB Raw / 32Gb Fibre Channel SAN Gateway,25,394800.00,5.00,493500.00,18.0,1687770.00,11064270.00,ONE_TIME,WH-001,ALLOCATED
QL-00198,QT-MUM-0045,4,PRODUCT,VAR-0016,,,Core Ultra 7 / 32GB / 1TB SSD / 120Hz OLED,40,202000.00,10.00,808000.00,18.0,1308960.00,8580960.00,ONE_TIME,WH-001,ALLOCATED
QL-00199,QT-MUM-0045,5,SERVICE,,SRV-038,,Single-Mode Fiber Optic Fusion Splicing & OTDR Test,1,11500.00,5.00,575.00,18.0,1966.50,12891.50,ONE_TIME,,PENDING
QL-00200,QT-MUM-0046,1,PRODUCT,VAR-0284,,,Eaton 9PX 1500VA 2U Online Double-Conversion UPS / Sealed Lead-Acid Battery / LCD Display,20,57600.00,7.50,86400.00,18.0,191808.00,1257408.00,ONE_TIME,WH-001,ALLOCATED
QL-00201,QT-MUM-0046,2,PRODUCT,VAR-0232,,,Palo Alto Networks PA-1410 10G Fiber Perimeter Gateway / Hardware Appliance / Base Bundle,25,696000.00,0.00,0.00,18.0,3132000.00,20532000.00,ONE_TIME,WH-001,ALLOCATED
QL-00202,QT-MUM-0046,3,PRODUCT,VAR-0621,,,Lenovo ThinkVision P27u-20 27-inch 4K Thunderbolt 4 Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,10,63300.00,3.00,18990.00,18.0,110521.80,724531.80,ONE_TIME,WH-001,ALLOCATED
QL-00203,QT-MUM-0046,4,PRODUCT,VAR-0200,,,Aruba AP-515 Unified Campus Wi-Fi 6 Access Point / 19-inch Rackmount / Redundant Power Ready,20,45600.00,10.00,91200.00,18.0,147744.00,968544.00,ONE_TIME,WH-001,ALLOCATED
QL-00204,QT-MUM-0047,1,PRODUCT,VAR-0573,,,Ubiquiti UniFi Switch Aggregation 8-Port 10G SFP+ / Redundant AC Power Supply & Stacking Module,10,36000.00,5.00,18000.00,18.0,61560.00,403560.00,ONE_TIME,WH-001,ALLOCATED
QL-00205,QT-MUM-0047,2,PRODUCT,VAR-0075,,,HP EliteDesk 800 G9 Desktop Mini PC / 16GB RAM / 512GB NVMe / Win 11 Pro,2,70000.00,10.00,14000.00,18.0,22680.00,148680.00,ONE_TIME,WH-001,ALLOCATED
QL-00206,QT-MUM-0047,3,PRODUCT,VAR-0516,,,Dell PowerStore 500T All-Flash Unified Storage Array / 128TB Raw / 32Gb Fibre Channel SAN Gateway,10,1646400.00,10.00,1646400.00,18.0,2667168.00,17484768.00,ONE_TIME,WH-001,ALLOCATED
