recommendation_id,source_product_id,recommended_product_id,recommendation_type,confidence_score,co_purchase_rate,margin_delta,priority,promotion_active,minimum_margin_percent,reason,status
REC-0173,PROD-0044,PROD-0347,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0174,PROD-0044,PROD-0249,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0175,PROD-0044,PROD-0353,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0176,PROD-0044,PROD-0359,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0177,PROD-0045,PROD-0344,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0178,PROD-0045,PROD-0249,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0179,PROD-0045,PROD-0355,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0180,PROD-0045,PROD-0360,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0181,PROD-0046,PROD-0342,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0182,PROD-0046,PROD-0238,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0183,PROD-0046,PROD-0356,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0184,PROD-0046,PROD-0359,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0185,PROD-0047,PROD-0343,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0186,PROD-0047,PROD-0248,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0187,PROD-0047,PROD-0354,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0188,PROD-0047,PROD-0359,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0189,PROD-0048,PROD-0342,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0190,PROD-0048,PROD-0246,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0191,PROD-0048,PROD-0356,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0192,PROD-0048,PROD-0360,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0193,PROD-0049,PROD-0345,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0194,PROD-0049,PROD-0263,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0195,PROD-0049,PROD-0356,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0196,PROD-0049,PROD-0359,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0197,PROD-0050,PROD-0345,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0198,PROD-0050,PROD-0238,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0199,PROD-0050,PROD-0353,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0200,PROD-0050,PROD-0360,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0201,PROD-0051,PROD-0343,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0202,PROD-0051,PROD-0261,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0203,PROD-0051,PROD-0353,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0204,PROD-0051,PROD-0359,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0205,PROD-0052,PROD-0346,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0206,PROD-0052,PROD-0250,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0207,PROD-0052,PROD-0353,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0208,PROD-0052,PROD-0360,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0209,PROD-0053,PROD-0342,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0210,PROD-0053,PROD-0253,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0211,PROD-0053,PROD-0354,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0212,PROD-0053,PROD-0360,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0213,PROD-0054,PROD-0344,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0214,PROD-0054,PROD-0257,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0215,PROD-0054,PROD-0354,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0216,PROD-0054,PROD-0358,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0217,PROD-0055,PROD-0345,CROSS_SELL,0.94,0.85,8.5,1,True,20.0,Essential docking station enabling multi-monitor financial desk productivity,ACTIVE
REC-0218,PROD-0055,PROD-0257,ATTACHMENT,0.89,0.76,6.5,2,True,20.0,Recommended high-resolution display for corporate spreadsheet analysis,ACTIVE
REC-0219,PROD-0055,PROD-0354,ATTACHMENT,0.86,0.71,9.5,3,True,20.0,Noise-cancelling wireless headset for executive Zoom/Teams conferences,ACTIVE
REC-0220,PROD-0055,PROD-0358,ATTACHMENT,0.92,0.84,14.0,4,True,20.0,Protective corporate ballistic nylon backpack for executive travel,ACTIVE
REC-0221,PROD-0056,PROD-0240,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0222,PROD-0056,PROD-0352,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0223,PROD-0056,PROD-0279,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0224,PROD-0057,PROD-0267,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0225,PROD-0057,PROD-0352,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0226,PROD-0057,PROD-0283,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0227,PROD-0058,PROD-0246,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0228,PROD-0058,PROD-0352,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0229,PROD-0058,PROD-0285,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0230,PROD-0059,PROD-0260,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0231,PROD-0059,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0232,PROD-0059,PROD-0275,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0233,PROD-0060,PROD-0263,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0234,PROD-0060,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0235,PROD-0060,PROD-0277,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0236,PROD-0061,PROD-0252,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0237,PROD-0061,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0238,PROD-0061,PROD-0276,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0239,PROD-0062,PROD-0239,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0240,PROD-0062,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0241,PROD-0062,PROD-0273,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0242,PROD-0063,PROD-0261,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0243,PROD-0063,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0244,PROD-0063,PROD-0282,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0245,PROD-0064,PROD-0254,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0246,PROD-0064,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0247,PROD-0064,PROD-0289,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0248,PROD-0065,PROD-0241,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0249,PROD-0065,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0250,PROD-0065,PROD-0270,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0251,PROD-0066,PROD-0241,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0252,PROD-0066,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0253,PROD-0066,PROD-0283,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0254,PROD-0067,PROD-0266,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0255,PROD-0067,PROD-0361,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0256,PROD-0067,PROD-0273,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0257,PROD-0068,PROD-0254,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0258,PROD-0068,PROD-0361,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0259,PROD-0068,PROD-0274,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0260,PROD-0069,PROD-0251,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0261,PROD-0069,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0262,PROD-0069,PROD-0279,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0263,PROD-0070,PROD-0264,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0264,PROD-0070,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0265,PROD-0070,PROD-0286,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0266,PROD-0071,PROD-0255,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0267,PROD-0071,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0268,PROD-0071,PROD-0283,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0269,PROD-0072,PROD-0244,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0270,PROD-0072,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0271,PROD-0072,PROD-0279,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0272,PROD-0073,PROD-0245,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0273,PROD-0073,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0274,PROD-0073,PROD-0285,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0275,PROD-0074,PROD-0250,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0276,PROD-0074,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0277,PROD-0074,PROD-0278,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0278,PROD-0075,PROD-0250,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0279,PROD-0075,PROD-0352,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0280,PROD-0075,PROD-0283,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0281,PROD-0076,PROD-0256,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0282,PROD-0076,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0283,PROD-0076,PROD-0271,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0284,PROD-0077,PROD-0269,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0285,PROD-0077,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0286,PROD-0077,PROD-0285,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0287,PROD-0078,PROD-0259,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0288,PROD-0078,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0289,PROD-0078,PROD-0270,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0290,PROD-0079,PROD-0238,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0291,PROD-0079,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0292,PROD-0079,PROD-0273,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0293,PROD-0080,PROD-0269,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0294,PROD-0080,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0295,PROD-0080,PROD-0272,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0296,PROD-0081,PROD-0242,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0297,PROD-0081,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0298,PROD-0081,PROD-0278,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0299,PROD-0082,PROD-0252,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0300,PROD-0082,PROD-0361,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0301,PROD-0082,PROD-0279,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0302,PROD-0083,PROD-0254,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0303,PROD-0083,PROD-0361,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0304,PROD-0083,PROD-0271,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0305,PROD-0084,PROD-0244,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0306,PROD-0084,PROD-0351,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0307,PROD-0084,PROD-0271,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0308,PROD-0085,PROD-0256,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0309,PROD-0085,PROD-0352,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0310,PROD-0085,PROD-0280,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0311,PROD-0086,PROD-0265,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0312,PROD-0086,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0313,PROD-0086,PROD-0273,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0314,PROD-0087,PROD-0240,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0315,PROD-0087,PROD-0350,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0316,PROD-0087,PROD-0274,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0317,PROD-0088,PROD-0248,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0318,PROD-0088,PROD-0352,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0319,PROD-0088,PROD-0281,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0320,PROD-0089,PROD-0266,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0321,PROD-0089,PROD-0352,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0322,PROD-0089,PROD-0272,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0323,PROD-0090,PROD-0261,ATTACHMENT,0.93,0.86,8.0,1,True,20.0,Ergonomic dual-monitor pairing expands multi-tasking workspace,ACTIVE
REC-0324,PROD-0090,PROD-0352,CROSS_SELL,0.95,0.9,12.0,2,True,20.0,Enterprise wireless keyboard and silent mouse combo,ACTIVE
REC-0325,PROD-0090,PROD-0275,ATTACHMENT,0.9,0.78,10.0,3,True,20.0,Line-interactive desktop UPS safeguards corporate desktop sessions,ACTIVE
REC-0326,PROD-0091,PROD-0243,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0327,PROD-0091,PROD-0282,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0328,PROD-0092,PROD-0249,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0329,PROD-0092,PROD-0284,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0330,PROD-0093,PROD-0247,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0331,PROD-0093,PROD-0282,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0332,PROD-0094,PROD-0263,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0333,PROD-0094,PROD-0285,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0334,PROD-0095,PROD-0264,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0335,PROD-0095,PROD-0283,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0336,PROD-0096,PROD-0262,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0337,PROD-0096,PROD-0275,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0338,PROD-0097,PROD-0243,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0339,PROD-0097,PROD-0274,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0340,PROD-0098,PROD-0263,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0341,PROD-0098,PROD-0271,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0342,PROD-0099,PROD-0265,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0343,PROD-0099,PROD-0275,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0344,PROD-0100,PROD-0243,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0345,PROD-0100,PROD-0283,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
