recommendation_id,source_product_id,recommended_product_id,recommendation_type,confidence_score,co_purchase_rate,margin_delta,priority,promotion_active,minimum_margin_percent,reason,status
REC-0163,PROD-0108,PROD-0175,ATTACHMENT,0.96,0.9,18.0,1,True,30.0,Certified SFP+ optical transceiver or DAC cable for core distribution and stack interconnect,ACTIVE
REC-0164,PROD-0108,PROD-0179,CROSS_SELL,0.92,0.85,22.0,2,True,35.0,Snagless 10-Gigabit certified patch cords for high-density patch panel to switch patching,ACTIVE
REC-0165,PROD-0135,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
REC-0166,PROD-0136,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
REC-0167,PROD-0137,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
REC-0168,PROD-0138,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
REC-0169,PROD-0139,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
REC-0170,PROD-0140,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
REC-0171,PROD-0141,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
REC-0172,PROD-0142,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
REC-0173,PROD-0143,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
REC-0174,PROD-0144,PROD-0179,ATTACHMENT,0.85,0.72,20.0,1,True,30.0,Shielded Ethernet cabling ensures stable Gigabit network print queue communication,ACTIVE
