line_id,quotation_id,line_number,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type,fulfillment_warehouse_id,fulfillment_status
QL-00118,QT-0036,2,PRODUCT,VAR-0177,,,Lenovo ThinkPad Universal USB-C Dock v2 with 90W Adapter,5,16900.00,3.00,2535.00,18.0,14753.70,96718.70,ONE_TIME,WH-001,ALLOCATED
QL-00119,QT-0036,3,PRODUCT,VAR-0066,,,HPE MicroServer Gen10 Plus v2 Xeon E-2314 / 16GB / 2x 1TB SATA,15,84000.00,10.00,126000.00,18.0,204120.00,1338120.00,ONE_TIME,WH-001,ALLOCATED
QL-00120,QT-0036,4,PRODUCT,VAR-0283,,,Cisco CBS250 24-Port GE Non-PoE with Dual Redundant Power Supplies (1+1 RPS),2,35400.00,0.00,0.00,18.0,12744.00,83544.00,ONE_TIME,WH-001,ALLOCATED
QL-00121,QT-0036,5,SERVICE,,SRV-009,,Semi-Annual Preventive Maintenance,1,9000.00,0.00,0.00,18.0,1620.00,10620.00,ONE_TIME,,PENDING
QL-00122,QT-0036,6,SUBSCRIPTION,,,SUB-005,Enterprise Cloud Backup BaaS - 10 TB (Monthly),1,14000.00,0.00,0.00,18.0,2520.00,16520.00,RECURRING,,PENDING
QL-00123,QT-0037,1,PRODUCT,VAR-0083,,,Samsung Galaxy S24 Ultra 12GB/256GB Titanium Black,40,129999.00,3.00,155998.80,18.0,907913.02,5951874.22,ONE_TIME,WH-001,ALLOCATED
QL-00124,QT-0037,2,PRODUCT,VAR-0166,,,Canon imageCLASS MF445dw (Print/Scan/Copy/Fax / 40 ppm),10,38900.00,10.00,38900.00,18.0,63018.00,413118.00,ONE_TIME,WH-001,ALLOCATED
QL-00125,QT-0038,1,PRODUCT,VAR-0041,,,Apple Mac Mini M2 Pro (12-core CPU/19-core GPU) / 32GB / 1TB / 10GbE,40,171900.00,10.00,687600.00,18.0,1113912.00,7302312.00,ONE_TIME,WH-001,ALLOCATED
QL-00126,QT-0038,2,PRODUCT,VAR-0129,,,Ubiquiti UniFi USW-Pro-48-PoE (600W Total PoE Budget),10,108000.00,3.00,32400.00,18.0,188568.00,1236168.00,ONE_TIME,WH-001,ALLOCATED
QL-00127,QT-0038,3,PRODUCT,VAR-0101,,,Samsung Galaxy Tab S9 12GB/256GB 5G Graphite,40,84999.00,5.00,169998.00,18.0,581393.16,3811355.16,ONE_TIME,WH-001,ALLOCATED
QL-00128,QT-0039,1,PRODUCT,VAR-0274,,,"HP E27u G5 27"" QHD USB-C Hub Monitor (65W PD with Premium Dual-Monitor Desk Arm Bundle",5,38500.00,10.00,19250.00,18.0,31185.00,204435.00,ONE_TIME,WH-001,ALLOCATED
QL-00129,QT-0039,2,PRODUCT,VAR-0048,,,HP Z2 Tower G9 i7 / 32GB / 1TB SSD / RTX A2000,25,132000.00,3.00,99000.00,18.0,576180.00,3777180.00,ONE_TIME,WH-001,ALLOCATED
QL-00130,QT-0039,3,PRODUCT,VAR-0258,,,Samsung Galaxy S24+ 12GB/256GB Cobalt Violet 512GB Silver 5G Enterprise,5,114458.82,12.00,68675.29,18.0,90651.39,594270.20,ONE_TIME,WH-001,ALLOCATED
QL-00131,QT-0039,4,PRODUCT,VAR-0329,,,Epson WorkForce Pro WF-C579R Replaceable Ink Pack System MFP with Additional 550-Sheet Paper Feeder Tray,25,75500.00,12.00,226500.00,18.0,298980.00,1959980.00,ONE_TIME,WH-001,ALLOCATED
QL-00132,QT-0039,5,SERVICE,,SRV-010,,Dedicated L2 Field Support Engineer,1,6500.00,5.00,325.00,18.0,1111.50,7286.50,ONE_TIME,,PENDING
QL-00133,QT-0040,1,PRODUCT,VAR-0022,,,"Apple MacBook Pro 14"" M3 Pro (11-core CPU/14-core GPU) / 18GB / 512GB / Space Black",40,199900.00,10.00,799600.00,18.0,1295352.00,8491752.00,ONE_TIME,WH-001,ALLOCATED
QL-00134,QT-0040,2,PRODUCT,VAR-0015,,,Lenovo ThinkPad E14 Gen 5 i5 / 16GB / 512GB SSD / Graphite,10,54500.00,12.00,65400.00,18.0,86328.00,565928.00,ONE_TIME,WH-001,ALLOCATED
QL-00135,QT-0040,3,PRODUCT,VAR-0042,,,Apple Mac Studio M2 Max / 32GB / 512GB SSD,5,209900.00,10.00,104950.00,18.0,170019.00,1114569.00,ONE_TIME,WH-001,ALLOCATED
QL-00136,QT-0040,4,PRODUCT,VAR-0024,,,"Apple MacBook Pro 16"" M3 Max / 36GB / 1TB / Space Black",15,349900.00,10.00,524850.00,18.0,850257.00,5573907.00,ONE_TIME,WH-001,ALLOCATED
QL-00137,QT-0040,5,SUBSCRIPTION,,,SUB-001,Comprehensive Enterprise AMC (4hr SLA) (Annually),1,48000.00,0.00,0.00,18.0,8640.00,56640.00,RECURRING,,PENDING
QL-00138,QT-0041,1,PRODUCT,VAR-0322,,,HP LaserJet Pro MFP M428fdw (Print/Scan/Copy/Fax with Additional 550-Sheet Paper Feeder Tray,40,53500.00,5.00,107000.00,18.0,365940.00,2398940.00,ONE_TIME,WH-001,ALLOCATED
QL-00139,QT-0041,2,PRODUCT,VAR-0280,,,Cisco Catalyst 9200L 24-Port PoE+ (370W) with Dual Redundant Power Supplies (1+1 RPS),15,213600.00,3.00,96120.00,18.0,559418.40,3667298.40,ONE_TIME,WH-001,ALLOCATED
QL-00140,QT-0041,3,PRODUCT,VAR-0149,,,"Dell 2.4TB 10K SAS 12Gbps 2.5"" Hot-Plug Hard Drive with Caddy",40,24000.00,7.50,72000.00,18.0,159840.00,1047840.00,ONE_TIME,WH-001,ALLOCATED
QL-00141,QT-0042,1,PRODUCT,VAR-0233,,,Apple Mac Studio M2 Max / 32GB / 1TB SSD / Win 11 Pro,2,256078.00,3.00,15364.68,18.0,89422.44,586213.76,ONE_TIME,WH-001,ALLOCATED
QL-00142,QT-0042,2,PRODUCT,VAR-0038,,,Lenovo ThinkCentre M90t Gen 4 i7 / 32GB / 1TB SSD,15,77000.00,7.50,86625.00,18.0,192307.50,1260682.50,ONE_TIME,WH-001,ALLOCATED
QL-00143,QT-0042,3,PRODUCT,VAR-0353,,,Poly Studio X50 Video Bar bundled with Poly TC8 Touch Controller bundled with Additional Table Microphone Pod,15,333000.00,7.50,374625.00,18.0,831667.50,5452042.50,ONE_TIME,WH-001,ALLOCATED
QL-00144,QT-0042,4,SERVICE,,SRV-004,,Next-Gen Firewall Policy & VPN Setup,1,19500.00,5.00,975.00,18.0,3334.50,21859.50,ONE_TIME,,PENDING
QL-00145,QT-0043,1,PRODUCT,VAR-0074,,,Apple iPhone 15 512GB Green 5G Enterprise,15,104900.00,3.00,47205.00,18.0,274733.10,1801028.10,ONE_TIME,WH-001,ALLOCATED
QL-00146,QT-0043,2,PRODUCT,VAR-0161,,,APC 1U 16A 230V Switched Rack PDU (8x C13 Outlets),10,39500.00,10.00,39500.00,18.0,63990.00,419490.00,ONE_TIME,WH-001,ALLOCATED
QL-00147,QT-0043,3,PRODUCT,VAR-0164,,,HP Color LaserJet Enterprise MFP M480f (29 ppm Color / Duplex / HP Sure Start),25,82500.00,0.00,0.00,18.0,371250.00,2433750.00,ONE_TIME,WH-001,ALLOCATED
QL-00148,QT-0043,4,PRODUCT,VAR-0177,,,Lenovo ThinkPad Universal USB-C Dock v2 with 90W Adapter,10,16900.00,3.00,5070.00,18.0,29507.40,193437.40,ONE_TIME,WH-001,ALLOCATED
QL-00149,QT-0044,1,PRODUCT,VAR-0063,,,HPE ProLiant DL360 Gen11 1x Xeon Silver 4410Y / 64GB / 2x 960GB SSD,5,365000.00,3.00,54750.00,18.0,318645.00,2088895.00,ONE_TIME,WH-001,ALLOCATED
QL-00150,QT-0044,2,PRODUCT,VAR-0137,,,Synology DS1821+ 8-Bay NAS Diskless Enclosure,2,107000.00,0.00,0.00,18.0,38520.00,252520.00,ONE_TIME,WH-001,ALLOCATED
QL-00151,QT-0044,3,PRODUCT,VAR-0231,,,Lenovo ThinkCentre M90t Gen 4 i7 / 32GB / 1TB SSD / Win 11 Pro,10,93940.00,7.50,70455.00,18.0,156410.10,1025355.10,ONE_TIME,WH-001,ALLOCATED
QL-00152,QT-0044,4,SUBSCRIPTION,,,SUB-007,Enterprise Endpoint Detection & Response (Per Seat) (Annually),1,3800.00,0.00,0.00,18.0,684.00,4484.00,RECURRING,,PENDING
