invoice_line_id,invoice_id,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type
INVL-00128,INV-BILL-0033,PRODUCT,VAR-0026,,,MacBook Air 13 M3 (24GB Unified / 512GB SSD) Starlight,10,131900.00,3.00,39570.00,18.0,230297.40,1509727.40,ONE_TIME
INVL-00129,INV-BILL-0034,PRODUCT,VAR-0257,,,Canon imageRUNNER ADVANCE DX C3826i A3 Color Multi-Function Copier,5,235000.00,10.00,117500.00,18.0,190350.00,1247850.00,ONE_TIME
INVL-00130,INV-BILL-0034,PRODUCT,VAR-0150,,,"Brother MFC-L8900CDW Wireless Color Laser MFP with 5"" Touchscreen",2,68000.00,5.00,6800.00,18.0,23256.00,152456.00,ONE_TIME
INVL-00131,INV-BILL-0034,PRODUCT,VAR-0064,,,Dell PowerEdge T360 Xeon E-2468 / 64GB ECC / 4x 2TB SATA HDD / PERC H755,75,216000.00,7.50,1215000.00,18.0,2697300.00,17682300.00,ONE_TIME
INVL-00132,INV-BILL-0034,PRODUCT,VAR-0303,,,Enterprise Operational IT Hardware Component Tier-11 (SEC) - Professional High-End Edition,2,4000.00,10.00,800.00,18.0,1296.00,8496.00,ONE_TIME
INVL-00133,INV-BILL-0035,PRODUCT,VAR-0399,,,Enterprise Operational IT Hardware Component Tier-59 (UPS) - Professional High-End Edition,75,26250.00,12.00,236250.00,18.0,311850.00,2044350.00,ONE_TIME
INVL-00134,INV-BILL-0035,PRODUCT,VAR-0244,,,Synology DS1821+ Populated with 64TB Storage (8x 8TB Enterprise HDDs),10,209000.00,12.00,250800.00,18.0,331056.00,2170256.00,ONE_TIME
INVL-00135,INV-BILL-0035,PRODUCT,VAR-0524,,,Poly Studio X30 Video Bar Appliance (Native Teams bundled with Additional Table Microphone Pod,50,196000.00,0.00,0.00,18.0,1764000.00,11564000.00,ONE_TIME
INVL-00136,INV-BILL-0035,SERVICE,,SRV-007,,Wi-Fi Site Survey & Heatmap Tuning,1,22000.00,5.00,1100.00,18.0,3762.00,24662.00,ONE_TIME
INVL-00137,INV-BILL-0036,PRODUCT,VAR-0321,,,Enterprise Operational IT Hardware Component Tier-20 (ACC) - Professional High-End Edition,30,2250.00,7.50,5062.50,18.0,11238.75,73676.25,ONE_TIME
INVL-00138,INV-BILL-0036,PRODUCT,VAR-0056,,,Dell PowerEdge R760 2x Xeon Gold 6448Y / 256GB ECC / 8x 1.92TB SSD / PERC H755,75,643000.00,3.00,1446750.00,18.0,8420085.00,55198335.00,ONE_TIME
INVL-00139,INV-BILL-0036,PRODUCT,VAR-0014,,,ThinkPad P1 Gen 6 i9 / 64GB / 2TB / RTX 4000 Ada 12GB,50,290000.00,12.00,1740000.00,18.0,2296800.00,15056800.00,ONE_TIME
INVL-00140,INV-BILL-0036,PRODUCT,VAR-0258,,,ThinkPad Thunderbolt 4 Workstation Dock with 300W Adapter,50,29500.00,12.00,177000.00,18.0,233640.00,1531640.00,ONE_TIME
INVL-00141,INV-BILL-0036,PRODUCT,VAR-0208,,,HP ZBook Fury 16 G10 i7 / 32GB / 1TB / RTX 3500 Ada 12GB,10,270000.00,10.00,270000.00,18.0,437400.00,2867400.00,ONE_TIME
INVL-00142,INV-BILL-0036,SUBSCRIPTION,,,SUB-004,Managed Cloud Backup BaaS - 1 TB (Monthly),1,1800.00,0.00,0.00,18.0,324.00,2124.00,RECURRING
INVL-00143,INV-BILL-0037,PRODUCT,VAR-0302,,,Enterprise Operational IT Hardware Component Tier-11 (SEC) - Standard Edition,50,3200.00,0.00,0.00,18.0,28800.00,188800.00,ONE_TIME
INVL-00144,INV-BILL-0037,PRODUCT,VAR-0460,,,Enterprise Operational IT Hardware Component Tier-90 (ACC) - Standard Edition,5,1800.00,3.00,270.00,18.0,1571.40,10301.40,ONE_TIME
INVL-00145,INV-BILL-0037,PRODUCT,VAR-0182,,,HP ProBook 450 G10 i5 / 16GB / 512GB SSD,50,59000.00,10.00,295000.00,18.0,477900.00,3132900.00,ONE_TIME
INVL-00146,INV-BILL-0038,PRODUCT,VAR-0387,,,Enterprise Operational IT Hardware Component Tier-53 (STO) - Professional High-End Edition,20,23125.00,5.00,23125.00,18.0,79087.50,518462.50,ONE_TIME
INVL-00147,INV-BILL-0038,PRODUCT,VAR-0042,,,Mac Studio M2 Max (12-Core CPU / 38-Core GPU / 64GB / 1TB) Silver,30,247900.00,5.00,371850.00,18.0,1271727.00,8336877.00,ONE_TIME
INVL-00148,INV-BILL-0038,SERVICE,,SRV-003,,L2/L3 Network & VLAN Setup,1,12000.00,0.00,0.00,18.0,2160.00,14160.00,ONE_TIME
INVL-00149,INV-BILL-0039,PRODUCT,VAR-0006,,,Dell Latitude 3540 i5 / 32GB / 1TB SSD / Win 11 Pro,2,63000.00,3.00,3780.00,18.0,21999.60,144219.60,ONE_TIME
INVL-00150,INV-BILL-0039,PRODUCT,VAR-0339,,,Enterprise Operational IT Hardware Component Tier-29 (UPS) - Professional High-End Edition,10,26250.00,10.00,26250.00,18.0,42525.00,278775.00,ONE_TIME
INVL-00151,INV-BILL-0039,PRODUCT,VAR-0478,,,Logitech MX Keys for Business Graphite (Logi Bolt + Bluetooth) - Arctic White / Silver Edition,2,9995.00,12.00,2398.80,18.0,3166.42,20757.62,ONE_TIME
INVL-00152,INV-BILL-0039,PRODUCT,VAR-0159,,,Jabra Evolve2 40 USB-C MS Teams Stereo Headset,30,8900.00,12.00,32040.00,18.0,42292.80,277252.80,ONE_TIME
INVL-00153,INV-BILL-0040,PRODUCT,VAR-0503,,,"Dell UltraSharp 40"" 5K2K (5120x2160) 120Hz Curved Thunderbolt 4 Hub Display with Premium Dual-Monitor Desk Arm Bundle",30,204400.00,3.00,183960.00,18.0,1070647.20,7018687.20,ONE_TIME
INVL-00154,INV-BILL-0040,PRODUCT,VAR-0367,,,Enterprise Operational IT Hardware Component Tier-43 (STO) - Professional High-End Edition,5,23125.00,10.00,11562.50,18.0,18731.25,122793.75,ONE_TIME
INVL-00155,INV-BILL-0040,PRODUCT,VAR-0075,,,Samsung Galaxy S24+ 512GB Cobalt Violet,2,109999.00,10.00,21999.80,18.0,35639.68,233637.88,ONE_TIME
INVL-00156,INV-BILL-0040,PRODUCT,VAR-0326,,,Enterprise Operational IT Hardware Component Tier-23 (STO) - Standard Edition,5,18500.00,7.50,6937.50,18.0,15401.25,100963.75,ONE_TIME
INVL-00157,INV-BILL-0040,SUBSCRIPTION,,,SUB-007,Enterprise Endpoint Detection & Response (Per Seat) (Annually),1,3800.00,0.00,0.00,18.0,684.00,4484.00,RECURRING
INVL-00158,INV-BILL-0041,PRODUCT,VAR-0358,,,Enterprise Operational IT Hardware Component Tier-39 (UPS) - Standard Edition,5,21000.00,12.00,12600.00,18.0,16632.00,109032.00,ONE_TIME
INVL-00159,INV-BILL-0041,PRODUCT,VAR-0227,,,OnePlus 12R 256GB (16GB RAM) Cool Blue,10,44499.00,5.00,22249.50,18.0,76093.29,498833.79,ONE_TIME
INVL-00160,INV-BILL-0041,SERVICE,,SRV-006,,Enterprise Storage & Data Migration,1,32000.00,5.00,1600.00,18.0,5472.00,35872.00,ONE_TIME
INVL-00161,INV-BILL-0042,PRODUCT,VAR-0487,,,Anker 737 GaNPrime 120W (2x USB-C + 1x USB-A) Black - Arctic White / Silver Edition,50,6499.00,5.00,16247.50,18.0,55566.45,364268.95,ONE_TIME
INVL-00162,INV-BILL-0042,PRODUCT,VAR-0010,,,Lenovo ThinkPad T14 Gen 4 i7 / 32GB / 1TB SSD / Thunder Black,20,97000.00,3.00,58200.00,18.0,338724.00,2220524.00,ONE_TIME
INVL-00163,INV-BILL-0042,PRODUCT,VAR-0118,,,Synology RS2423+ Populated with 96TB Raw Enterprise Storage (6x 16TB HDDs),50,331000.00,10.00,1655000.00,18.0,2681100.00,17576100.00,ONE_TIME
INVL-00164,INV-BILL-0043,PRODUCT,VAR-0041,,,Mac Studio M2 Max (12-Core CPU / 30-Core GPU / 32GB / 512GB) Silver,75,209900.00,0.00,0.00,18.0,2833650.00,18576150.00,ONE_TIME
INVL-00165,INV-BILL-0043,PRODUCT,VAR-0329,,,Enterprise Operational IT Hardware Component Tier-24 (UPS) - Professional High-End Edition,20,26250.00,5.00,26250.00,18.0,89775.00,588525.00,ONE_TIME
INVL-00166,INV-BILL-0043,PRODUCT,VAR-0391,,,Enterprise Operational IT Hardware Component Tier-55 (ACC) - Professional High-End Edition,30,2250.00,12.00,8100.00,18.0,10692.00,70092.00,ONE_TIME
INVL-00167,INV-BILL-0044,PRODUCT,VAR-0026,,,MacBook Air 13 M3 (24GB Unified / 512GB SSD) Starlight,75,131900.00,10.00,989250.00,18.0,1602585.00,10505835.00,ONE_TIME
INVL-00168,INV-BILL-0044,PRODUCT,VAR-0530,,,APC NetShelter SX 48U 600mm x 1070mm Deep Server Cabinet (5-Meter Extended Reach),20,103800.00,7.50,155700.00,18.0,345654.00,2265954.00,ONE_TIME
INVL-00169,INV-BILL-0044,PRODUCT,VAR-0384,,,Enterprise Operational IT Hardware Component Tier-52 (MON) - Standard Edition,2,23500.00,5.00,2350.00,18.0,8037.00,52687.00,ONE_TIME
INVL-00170,INV-BILL-0044,PRODUCT,VAR-0527,,,Aruba 10G SFP+ to SFP+ 1m Direct Attach Copper Cable (5-Meter Extended Reach),50,5500.00,3.00,8250.00,18.0,48015.00,314765.00,ONE_TIME
INVL-00171,INV-BILL-0044,SERVICE,,SRV-006,,Enterprise Storage & Data Migration,1,32000.00,10.00,3200.00,18.0,5184.00,33984.00,ONE_TIME
INVL-00172,INV-BILL-0044,SUBSCRIPTION,,,SUB-002,Non-Comprehensive AMC (Labour Only) (Annually),1,22000.00,0.00,0.00,18.0,3960.00,25960.00,RECURRING
