line_id,quotation_id,line_number,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type,fulfillment_warehouse_id,fulfillment_status
QL-00118,QT-0032,1,PRODUCT,VAR-0511,,,Dell Premier Multi-Device Wireless Combo KM7321W Titan Gray - Arctic White / Silver Edition,30,7999.00,7.50,17997.75,18.0,39955.00,261927.25,ONE_TIME,WH-001,ALLOCATED
QL-00119,QT-0032,2,PRODUCT,VAR-0005,,,Dell Latitude 3540 i5 / 16GB / 512GB SSD / Numeric Pad,75,52000.00,10.00,390000.00,18.0,631800.00,4141800.00,ONE_TIME,WH-001,ALLOCATED
QL-00120,QT-0032,3,PRODUCT,VAR-0050,,,HP Z4 G5 Xeon w7-2475X / 64GB ECC / 2TB / RTX 4000 Ada 20GB,20,302000.00,10.00,604000.00,18.0,978480.00,6414480.00,ONE_TIME,WH-001,ALLOCATED
QL-00121,QT-0032,4,SUBSCRIPTION,,,SUB-003,24x7 Enterprise Infrastructure NOC Monitoring (Monthly),1,8500.00,0.00,0.00,18.0,1530.00,10030.00,RECURRING,,PENDING
QL-00122,QT-0033,1,PRODUCT,VAR-0132,,,Eaton 9PX 3000W 2U Rack/Tower with Rail Kit,50,99500.00,10.00,497500.00,18.0,805950.00,5283450.00,ONE_TIME,WH-001,ALLOCATED
QL-00123,QT-0033,2,PRODUCT,VAR-0107,,,FortiGate 60F Appliance (Hardware Only),30,69900.00,5.00,104850.00,18.0,358587.00,2350737.00,ONE_TIME,WH-001,ALLOCATED
QL-00124,QT-0033,3,PRODUCT,VAR-0397,,,Enterprise Operational IT Hardware Component Tier-58 (STO) - Professional High-End Edition,30,23125.00,7.50,52031.25,18.0,115509.38,757228.13,ONE_TIME,WH-001,ALLOCATED
QL-00125,QT-0033,4,SERVICE,,SRV-007,,Wi-Fi Site Survey & Heatmap Tuning,1,22000.00,10.00,2200.00,18.0,3564.00,23364.00,ONE_TIME,,PENDING
QL-00126,QT-0034,1,PRODUCT,VAR-0281,,,LC-to-LC Duplex OM4 50/125 Multimode Fiber Cable 5-Meter (Aqua),10,1950.00,7.50,1462.50,18.0,3246.75,21284.25,ONE_TIME,WH-001,ALLOCATED
QL-00127,QT-0034,2,PRODUCT,VAR-0408,,,Enterprise Operational IT Hardware Component Tier-64 (UPS) - Standard Edition,75,21000.00,3.00,47250.00,18.0,274995.00,1802745.00,ONE_TIME,WH-001,ALLOCATED
QL-00128,QT-0034,3,PRODUCT,VAR-0352,,,Enterprise Operational IT Hardware Component Tier-36 (SEC) - Standard Edition,5,3200.00,7.50,1200.00,18.0,2664.00,17464.00,ONE_TIME,WH-001,ALLOCATED
QL-00129,QT-0035,1,PRODUCT,VAR-0322,,,Enterprise Operational IT Hardware Component Tier-21 (SEC) - Standard Edition,30,3200.00,12.00,11520.00,18.0,15206.40,99686.40,ONE_TIME,WH-001,ALLOCATED
QL-00130,QT-0035,2,PRODUCT,VAR-0223,,,Samsung Galaxy S23 FE 256GB Mint,10,58999.00,12.00,70798.80,18.0,93454.42,612645.62,ONE_TIME,WH-001,ALLOCATED
QL-00131,QT-0035,3,PRODUCT,VAR-0206,,,HP Z8 Fury G5 Xeon w9-3475X / 128GB ECC / 4TB / RTX 6000 Ada 48GB,10,576000.00,12.00,691200.00,18.0,912384.00,5981184.00,ONE_TIME,WH-001,ALLOCATED
QL-00132,QT-0035,4,PRODUCT,VAR-0215,,,HPE ML350 Gen11 2x Xeon Silver 4410Y / 128GB DDR5 / 8x 1.92TB SAS SSD / Dual 1000W,5,487000.00,12.00,292200.00,18.0,385704.00,2528504.00,ONE_TIME,WH-001,ALLOCATED
QL-00133,QT-0036,1,PRODUCT,VAR-0516,,,Dell 65W Type-C AC Power Adapter (India 3-Pin) - Arctic White / Silver Edition,75,3700.00,5.00,13875.00,18.0,47452.50,311077.50,ONE_TIME,WH-001,ALLOCATED
QL-00134,QT-0036,2,PRODUCT,VAR-0331,,,Enterprise Operational IT Hardware Component Tier-25 (ACC) - Professional High-End Edition,30,2250.00,7.50,5062.50,18.0,11238.75,73676.25,ONE_TIME,WH-001,ALLOCATED
QL-00135,QT-0036,3,PRODUCT,VAR-0119,,,"Samsung PM893 1.92TB Enterprise 2.5"" SATA SSD",30,27500.00,10.00,82500.00,18.0,133650.00,876150.00,ONE_TIME,WH-001,ALLOCATED
QL-00136,QT-0036,4,SERVICE,,SRV-011,,Storage SAN/NAS LUN Provisioning,1,16800.00,10.00,1680.00,18.0,2721.60,17841.60,ONE_TIME,,PENDING
QL-00137,QT-0036,5,SUBSCRIPTION,,,SUB-007,Enterprise Endpoint Detection & Response (Per Seat) (Annually),1,3800.00,0.00,0.00,18.0,684.00,4484.00,RECURRING,,PENDING
QL-00138,QT-0037,1,PRODUCT,VAR-0433,,,Enterprise Operational IT Hardware Component Tier-76 (SEC) - Professional High-End Edition,20,4000.00,3.00,2400.00,18.0,13968.00,91568.00,ONE_TIME,WH-001,ALLOCATED
QL-00139,QT-0037,2,PRODUCT,VAR-0014,,,ThinkPad P1 Gen 6 i9 / 64GB / 2TB / RTX 4000 Ada 12GB,2,290000.00,12.00,69600.00,18.0,91872.00,602272.00,ONE_TIME,WH-001,ALLOCATED
QL-00140,QT-0037,3,PRODUCT,VAR-0110,,,FortiGate 100F Appliance with 1-Year Enterprise Protection (UTP + Antivirus),2,297000.00,3.00,17820.00,18.0,103712.40,679892.40,ONE_TIME,WH-001,ALLOCATED
QL-00141,QT-0037,4,PRODUCT,VAR-0026,,,MacBook Air 13 M3 (24GB Unified / 512GB SSD) Starlight,10,131900.00,3.00,39570.00,18.0,230297.40,1509727.40,ONE_TIME,WH-001,ALLOCATED
QL-00142,QT-0038,1,PRODUCT,VAR-0257,,,Canon imageRUNNER ADVANCE DX C3826i A3 Color Multi-Function Copier,5,235000.00,10.00,117500.00,18.0,190350.00,1247850.00,ONE_TIME,WH-001,ALLOCATED
QL-00143,QT-0038,2,PRODUCT,VAR-0150,,,"Brother MFC-L8900CDW Wireless Color Laser MFP with 5"" Touchscreen",2,68000.00,5.00,6800.00,18.0,23256.00,152456.00,ONE_TIME,WH-001,ALLOCATED
QL-00144,QT-0038,3,PRODUCT,VAR-0064,,,Dell PowerEdge T360 Xeon E-2468 / 64GB ECC / 4x 2TB SATA HDD / PERC H755,75,216000.00,7.50,1215000.00,18.0,2697300.00,17682300.00,ONE_TIME,WH-001,ALLOCATED
QL-00145,QT-0038,4,PRODUCT,VAR-0303,,,Enterprise Operational IT Hardware Component Tier-11 (SEC) - Professional High-End Edition,2,4000.00,10.00,800.00,18.0,1296.00,8496.00,ONE_TIME,WH-001,ALLOCATED
QL-00146,QT-0039,1,PRODUCT,VAR-0399,,,Enterprise Operational IT Hardware Component Tier-59 (UPS) - Professional High-End Edition,75,26250.00,12.00,236250.00,18.0,311850.00,2044350.00,ONE_TIME,WH-001,ALLOCATED
QL-00147,QT-0039,2,PRODUCT,VAR-0244,,,Synology DS1821+ Populated with 64TB Storage (8x 8TB Enterprise HDDs),10,209000.00,12.00,250800.00,18.0,331056.00,2170256.00,ONE_TIME,WH-001,ALLOCATED
QL-00148,QT-0039,3,PRODUCT,VAR-0524,,,Poly Studio X30 Video Bar Appliance (Native Teams bundled with Additional Table Microphone Pod,50,196000.00,0.00,0.00,18.0,1764000.00,11564000.00,ONE_TIME,WH-001,ALLOCATED
QL-00149,QT-0039,4,SERVICE,,SRV-007,,Wi-Fi Site Survey & Heatmap Tuning,1,22000.00,5.00,1100.00,18.0,3762.00,24662.00,ONE_TIME,,PENDING
QL-00150,QT-0040,1,PRODUCT,VAR-0321,,,Enterprise Operational IT Hardware Component Tier-20 (ACC) - Professional High-End Edition,30,2250.00,7.50,5062.50,18.0,11238.75,73676.25,ONE_TIME,WH-001,ALLOCATED
QL-00151,QT-0040,2,PRODUCT,VAR-0056,,,Dell PowerEdge R760 2x Xeon Gold 6448Y / 256GB ECC / 8x 1.92TB SSD / PERC H755,75,643000.00,3.00,1446750.00,18.0,8420085.00,55198335.00,ONE_TIME,WH-001,ALLOCATED
QL-00152,QT-0040,3,PRODUCT,VAR-0014,,,ThinkPad P1 Gen 6 i9 / 64GB / 2TB / RTX 4000 Ada 12GB,50,290000.00,12.00,1740000.00,18.0,2296800.00,15056800.00,ONE_TIME,WH-001,ALLOCATED
QL-00153,QT-0040,4,PRODUCT,VAR-0258,,,ThinkPad Thunderbolt 4 Workstation Dock with 300W Adapter,50,29500.00,12.00,177000.00,18.0,233640.00,1531640.00,ONE_TIME,WH-001,ALLOCATED
QL-00154,QT-0040,5,PRODUCT,VAR-0208,,,HP ZBook Fury 16 G10 i7 / 32GB / 1TB / RTX 3500 Ada 12GB,10,270000.00,10.00,270000.00,18.0,437400.00,2867400.00,ONE_TIME,WH-001,ALLOCATED
QL-00155,QT-0040,6,SUBSCRIPTION,,,SUB-004,Managed Cloud Backup BaaS - 1 TB (Monthly),1,1800.00,0.00,0.00,18.0,324.00,2124.00,RECURRING,,PENDING
QL-00156,QT-0041,1,PRODUCT,VAR-0302,,,Enterprise Operational IT Hardware Component Tier-11 (SEC) - Standard Edition,50,3200.00,0.00,0.00,18.0,28800.00,188800.00,ONE_TIME,WH-001,ALLOCATED
QL-00157,QT-0041,2,PRODUCT,VAR-0460,,,Enterprise Operational IT Hardware Component Tier-90 (ACC) - Standard Edition,5,1800.00,3.00,270.00,18.0,1571.40,10301.40,ONE_TIME,WH-001,ALLOCATED
QL-00158,QT-0041,3,PRODUCT,VAR-0182,,,HP ProBook 450 G10 i5 / 16GB / 512GB SSD,50,59000.00,10.00,295000.00,18.0,477900.00,3132900.00,ONE_TIME,WH-001,ALLOCATED
QL-00159,QT-0042,1,PRODUCT,VAR-0387,,,Enterprise Operational IT Hardware Component Tier-53 (STO) - Professional High-End Edition,20,23125.00,5.00,23125.00,18.0,79087.50,518462.50,ONE_TIME,WH-001,ALLOCATED
QL-00160,QT-0042,2,PRODUCT,VAR-0042,,,Mac Studio M2 Max (12-Core CPU / 38-Core GPU / 64GB / 1TB) Silver,30,247900.00,5.00,371850.00,18.0,1271727.00,8336877.00,ONE_TIME,WH-001,ALLOCATED
QL-00161,QT-0042,3,SERVICE,,SRV-003,,L2/L3 Network & VLAN Setup,1,12000.00,0.00,0.00,18.0,2160.00,14160.00,ONE_TIME,,PENDING
QL-00162,QT-0043,1,PRODUCT,VAR-0006,,,Dell Latitude 3540 i5 / 32GB / 1TB SSD / Win 11 Pro,2,63000.00,3.00,3780.00,18.0,21999.60,144219.60,ONE_TIME,WH-001,ALLOCATED
QL-00163,QT-0043,2,PRODUCT,VAR-0339,,,Enterprise Operational IT Hardware Component Tier-29 (UPS) - Professional High-End Edition,10,26250.00,10.00,26250.00,18.0,42525.00,278775.00,ONE_TIME,WH-001,ALLOCATED
QL-00164,QT-0043,3,PRODUCT,VAR-0478,,,Logitech MX Keys for Business Graphite (Logi Bolt + Bluetooth) - Arctic White / Silver Edition,2,9995.00,12.00,2398.80,18.0,3166.42,20757.62,ONE_TIME,WH-001,ALLOCATED
QL-00165,QT-0043,4,PRODUCT,VAR-0159,,,Jabra Evolve2 40 USB-C MS Teams Stereo Headset,30,8900.00,12.00,32040.00,18.0,42292.80,277252.80,ONE_TIME,WH-001,ALLOCATED
QL-00166,QT-0044,1,PRODUCT,VAR-0503,,,"Dell UltraSharp 40"" 5K2K (5120x2160) 120Hz Curved Thunderbolt 4 Hub Display with Premium Dual-Monitor Desk Arm Bundle",30,204400.00,3.00,183960.00,18.0,1070647.20,7018687.20,ONE_TIME,WH-001,ALLOCATED
QL-00167,QT-0044,2,PRODUCT,VAR-0367,,,Enterprise Operational IT Hardware Component Tier-43 (STO) - Professional High-End Edition,5,23125.00,10.00,11562.50,18.0,18731.25,122793.75,ONE_TIME,WH-001,ALLOCATED
QL-00168,QT-0044,3,PRODUCT,VAR-0075,,,Samsung Galaxy S24+ 512GB Cobalt Violet,2,109999.00,10.00,21999.80,18.0,35639.68,233637.88,ONE_TIME,WH-001,ALLOCATED
QL-00169,QT-0044,4,PRODUCT,VAR-0326,,,Enterprise Operational IT Hardware Component Tier-23 (STO) - Standard Edition,5,18500.00,7.50,6937.50,18.0,15401.25,100963.75,ONE_TIME,WH-001,ALLOCATED
QL-00170,QT-0044,5,SUBSCRIPTION,,,SUB-007,Enterprise Endpoint Detection & Response (Per Seat) (Annually),1,3800.00,0.00,0.00,18.0,684.00,4484.00,RECURRING,,PENDING
QL-00171,QT-0045,1,PRODUCT,VAR-0358,,,Enterprise Operational IT Hardware Component Tier-39 (UPS) - Standard Edition,5,21000.00,12.00,12600.00,18.0,16632.00,109032.00,ONE_TIME,WH-001,ALLOCATED
QL-00172,QT-0045,2,PRODUCT,VAR-0227,,,OnePlus 12R 256GB (16GB RAM) Cool Blue,10,44499.00,5.00,22249.50,18.0,76093.29,498833.79,ONE_TIME,WH-001,ALLOCATED
QL-00173,QT-0045,3,SERVICE,,SRV-006,,Enterprise Storage & Data Migration,1,32000.00,5.00,1600.00,18.0,5472.00,35872.00,ONE_TIME,,PENDING
QL-00174,QT-0046,1,PRODUCT,VAR-0487,,,Anker 737 GaNPrime 120W (2x USB-C + 1x USB-A) Black - Arctic White / Silver Edition,50,6499.00,5.00,16247.50,18.0,55566.45,364268.95,ONE_TIME,WH-001,ALLOCATED
QL-00175,QT-0046,2,PRODUCT,VAR-0010,,,Lenovo ThinkPad T14 Gen 4 i7 / 32GB / 1TB SSD / Thunder Black,20,97000.00,3.00,58200.00,18.0,338724.00,2220524.00,ONE_TIME,WH-001,ALLOCATED
QL-00176,QT-0046,3,PRODUCT,VAR-0118,,,Synology RS2423+ Populated with 96TB Raw Enterprise Storage (6x 16TB HDDs),50,331000.00,10.00,1655000.00,18.0,2681100.00,17576100.00,ONE_TIME,WH-001,ALLOCATED
QL-00177,QT-0047,1,PRODUCT,VAR-0041,,,Mac Studio M2 Max (12-Core CPU / 30-Core GPU / 32GB / 512GB) Silver,75,209900.00,0.00,0.00,18.0,2833650.00,18576150.00,ONE_TIME,WH-001,ALLOCATED
QL-00178,QT-0047,2,PRODUCT,VAR-0329,,,Enterprise Operational IT Hardware Component Tier-24 (UPS) - Professional High-End Edition,20,26250.00,5.00,26250.00,18.0,89775.00,588525.00,ONE_TIME,WH-001,ALLOCATED
QL-00179,QT-0047,3,PRODUCT,VAR-0391,,,Enterprise Operational IT Hardware Component Tier-55 (ACC) - Professional High-End Edition,30,2250.00,12.00,8100.00,18.0,10692.00,70092.00,ONE_TIME,WH-001,ALLOCATED
QL-00180,QT-0048,1,PRODUCT,VAR-0026,,,MacBook Air 13 M3 (24GB Unified / 512GB SSD) Starlight,75,131900.00,10.00,989250.00,18.0,1602585.00,10505835.00,ONE_TIME,WH-001,ALLOCATED
QL-00181,QT-0048,2,PRODUCT,VAR-0530,,,APC NetShelter SX 48U 600mm x 1070mm Deep Server Cabinet (5-Meter Extended Reach),20,103800.00,7.50,155700.00,18.0,345654.00,2265954.00,ONE_TIME,WH-001,ALLOCATED
QL-00182,QT-0048,3,PRODUCT,VAR-0384,,,Enterprise Operational IT Hardware Component Tier-52 (MON) - Standard Edition,2,23500.00,5.00,2350.00,18.0,8037.00,52687.00,ONE_TIME,WH-001,ALLOCATED
QL-00183,QT-0048,4,PRODUCT,VAR-0527,,,Aruba 10G SFP+ to SFP+ 1m Direct Attach Copper Cable (5-Meter Extended Reach),50,5500.00,3.00,8250.00,18.0,48015.00,314765.00,ONE_TIME,WH-001,ALLOCATED
QL-00184,QT-0048,5,SERVICE,,SRV-006,,Enterprise Storage & Data Migration,1,32000.00,10.00,3200.00,18.0,5184.00,33984.00,ONE_TIME,,PENDING
QL-00185,QT-0048,6,SUBSCRIPTION,,,SUB-002,Non-Comprehensive AMC (Labour Only) (Annually),1,22000.00,0.00,0.00,18.0,3960.00,25960.00,RECURRING,,PENDING
QL-00186,QT-0049,1,PRODUCT,VAR-0172,,,ThinkPad T16 Gen 2 i5 / 16GB / 512GB / WUXGA,50,89000.00,0.00,0.00,18.0,801000.00,5251000.00,ONE_TIME,WH-001,ALLOCATED
QL-00187,QT-0049,2,PRODUCT,VAR-0008,,,Dell XPS 14 Core Ultra 7 / 64GB / 2TB / RTX 4050 / OLED 3.2K,5,218000.00,12.00,130800.00,18.0,172656.00,1131856.00,ONE_TIME,WH-001,ALLOCATED
QL-00188,QT-0050,1,PRODUCT,VAR-0435,,,Enterprise Operational IT Hardware Component Tier-77 (MON) - Professional High-End Edition,30,29375.00,12.00,105750.00,18.0,139590.00,915090.00,ONE_TIME,WH-001,ALLOCATED
QL-00189,QT-0050,2,PRODUCT,VAR-0107,,,FortiGate 60F Appliance (Hardware Only),50,69900.00,7.50,262125.00,18.0,581917.50,3814792.50,ONE_TIME,WH-001,ALLOCATED
QL-00190,QT-0050,3,PRODUCT,VAR-0211,,,Dell PowerEdge R450 2x Xeon Silver 4310 / 64GB ECC / 4x 960GB SSD / Dual 600W,50,326000.00,0.00,0.00,18.0,2934000.00,19234000.00,ONE_TIME,WH-001,ALLOCATED
QL-00191,QT-0051,1,PRODUCT,VAR-0025,,,MacBook Air 13 M3 (16GB Unified / 512GB SSD) Midnight,2,114900.00,0.00,0.00,18.0,41364.00,271164.00,ONE_TIME,WH-001,ALLOCATED
QL-00192,QT-0051,2,PRODUCT,VAR-0471,,,HP Color LaserJet Enterprise MFP M480f Print/Copy/Scan/Fax with Additional 550-Sheet Paper Feeder Tray,2,94500.00,0.00,0.00,18.0,34020.00,223020.00,ONE_TIME,WH-001,ALLOCATED
QL-00193,QT-0051,3,PRODUCT,VAR-0340,,,Enterprise Operational IT Hardware Component Tier-30 (ACC) - Standard Edition,5,1800.00,5.00,450.00,18.0,1539.00,10089.00,ONE_TIME,WH-001,ALLOCATED
QL-00194,QT-0051,4,SERVICE,,SRV-009,,Semi-Annual Preventive Maintenance,1,9000.00,0.00,0.00,18.0,1620.00,10620.00,ONE_TIME,,PENDING
QL-00195,QT-0052,1,PRODUCT,VAR-0265,,,Dell 65W Type-C AC Power Adapter (India 3-Pin),20,3200.00,12.00,7680.00,18.0,10137.60,66457.60,ONE_TIME,WH-001,ALLOCATED
QL-00196,QT-0052,2,PRODUCT,VAR-0418,,,Enterprise Operational IT Hardware Component Tier-69 (UPS) - Standard Edition,20,21000.00,7.50,31500.00,18.0,69930.00,458430.00,ONE_TIME,WH-001,ALLOCATED
QL-00197,QT-0052,3,PRODUCT,VAR-0398,,,Enterprise Operational IT Hardware Component Tier-59 (UPS) - Standard Edition,10,21000.00,0.00,0.00,18.0,37800.00,247800.00,ONE_TIME,WH-001,ALLOCATED
QL-00198,QT-0052,4,SUBSCRIPTION,,,SUB-007,Enterprise Endpoint Detection & Response (Per Seat) (Annually),1,3800.00,0.00,0.00,18.0,684.00,4484.00,RECURRING,,PENDING
QL-00199,QT-0053,1,PRODUCT,VAR-0007,,,Dell XPS 14 Core Ultra 7 / 32GB / 1TB / RTX 4050 / OLED 3.2K,75,186000.00,12.00,1674000.00,18.0,2209680.00,14485680.00,ONE_TIME,WH-001,ALLOCATED
QL-00200,QT-0053,2,PRODUCT,VAR-0065,,,Apple iPhone 15 Pro 128GB Black Titanium,30,134900.00,0.00,0.00,18.0,728460.00,4775460.00,ONE_TIME,WH-001,ALLOCATED
QL-00201,QT-0054,1,PRODUCT,VAR-0367,,,Enterprise Operational IT Hardware Component Tier-43 (STO) - Professional High-End Edition,2,23125.00,5.00,2312.50,18.0,7908.75,51846.25,ONE_TIME,WH-001,ALLOCATED
QL-00202,QT-0054,2,PRODUCT,VAR-0515,,,Apple 140W USB-C Power Adapter White - Arctic White / Silver Edition,75,9400.00,12.00,84600.00,18.0,111672.00,732072.00,ONE_TIME,WH-001,ALLOCATED
QL-00203,QT-0054,3,SERVICE,,SRV-005,,Enterprise Laptop Zero-Touch Imaging,1,1200.00,10.00,120.00,18.0,194.40,1274.40,ONE_TIME,,PENDING
QL-00204,QT-0055,1,PRODUCT,VAR-0289,,,Enterprise Operational IT Hardware Component Tier-04 (UPS) - Professional High-End Edition,20,26250.00,7.50,39375.00,18.0,87412.50,573037.50,ONE_TIME,WH-001,ALLOCATED
QL-00205,QT-0055,2,PRODUCT,VAR-0449,,,Enterprise Operational IT Hardware Component Tier-84 (UPS) - Professional High-End Edition,75,26250.00,12.00,236250.00,18.0,311850.00,2044350.00,ONE_TIME,WH-001,ALLOCATED
QL-00206,QT-0056,1,PRODUCT,VAR-0486,,,Kensington ClickSafe 2.0 Keyed Lock (1.8m Carbon Steel Cable) - Arctic White / Silver Edition,30,3000.00,3.00,2700.00,18.0,15714.00,103014.00,ONE_TIME,WH-001,ALLOCATED
QL-00207,QT-0056,2,PRODUCT,VAR-0161,,,Logitech Brio 4K Ultra HD Pro Webcam with Privacy Shutter,5,17500.00,12.00,10500.00,18.0,13860.00,90860.00,ONE_TIME,WH-001,ALLOCATED
QL-00208,QT-0056,3,SUBSCRIPTION,,,SUB-007,Enterprise Endpoint Detection & Response (Per Seat) (Annually),1,3800.00,0.00,0.00,18.0,684.00,4484.00,RECURRING,,PENDING
QL-00209,QT-0057,1,PRODUCT,VAR-0148,,,HP Color LaserJet Enterprise MFP M480f Print/Copy/Scan/Fax,30,82500.00,10.00,247500.00,18.0,400950.00,2628450.00,ONE_TIME,WH-001,ALLOCATED
QL-00210,QT-0057,2,PRODUCT,VAR-0306,,,Enterprise Operational IT Hardware Component Tier-13 (STO) - Standard Edition,5,18500.00,0.00,0.00,18.0,16650.00,109150.00,ONE_TIME,WH-001,ALLOCATED
QL-00211,QT-0057,3,PRODUCT,VAR-0383,,,Enterprise Operational IT Hardware Component Tier-51 (SEC) - Professional High-End Edition,2,4000.00,0.00,0.00,18.0,1440.00,9440.00,ONE_TIME,WH-001,ALLOCATED
QL-00212,QT-0057,4,PRODUCT,VAR-0012,,,ThinkPad X1 Carbon Gen 11 i7 / 32GB / 1TB / 2.8K OLED,30,190000.00,10.00,570000.00,18.0,923400.00,6053400.00,ONE_TIME,WH-001,ALLOCATED
QL-00213,QT-0057,5,SERVICE,,SRV-007,,Wi-Fi Site Survey & Heatmap Tuning,1,22000.00,10.00,2200.00,18.0,3564.00,23364.00,ONE_TIME,,PENDING
QL-00214,QT-0058,1,PRODUCT,VAR-0313,,,Enterprise Operational IT Hardware Component Tier-16 (SEC) - Professional High-End Edition,50,4000.00,12.00,24000.00,18.0,31680.00,207680.00,ONE_TIME,WH-001,ALLOCATED
QL-00215,QT-0058,2,PRODUCT,VAR-0216,,,HPE DL385 Gen11 2x AMD EPYC 9124 (32C/64T) / 128GB DDR5 / 4x 1.92TB NVMe,50,504000.00,5.00,1260000.00,18.0,4309200.00,28249200.00,ONE_TIME,WH-001,ALLOCATED
QL-00216,QT-0059,1,PRODUCT,VAR-0423,,,Enterprise Operational IT Hardware Component Tier-71 (SEC) - Professional High-End Edition,5,4000.00,3.00,600.00,18.0,3492.00,22892.00,ONE_TIME,WH-001,ALLOCATED
QL-00217,QT-0059,2,PRODUCT,VAR-0525,,,Barco ClickShare CX-30 Base Unit with 2x USB-C Conferencing Buttons bundled with Additional Table Microphone Pod,5,250000.00,10.00,125000.00,18.0,202500.00,1327500.00,ONE_TIME,WH-001,ALLOCATED
QL-00218,QT-0059,3,PRODUCT,VAR-0146,,,HP LaserJet Enterprise M611dn 65ppm Duplex Mono Laser Printer,75,94000.00,5.00,352500.00,18.0,1205550.00,7903050.00,ONE_TIME,WH-001,ALLOCATED
QL-00219,QT-0060,1,PRODUCT,VAR-0118,,,Synology RS2423+ Populated with 96TB Raw Enterprise Storage (6x 16TB HDDs),75,331000.00,10.00,2482500.00,18.0,4021650.00,26364150.00,ONE_TIME,WH-001,ALLOCATED
QL-00220,QT-0060,2,PRODUCT,VAR-0186,,,Dell Latitude 7640 i7 / 16GB / 512GB SSD,20,113000.00,12.00,271200.00,18.0,357984.00,2346784.00,ONE_TIME,WH-001,ALLOCATED
QL-00221,QT-0060,3,PRODUCT,VAR-0056,,,Dell PowerEdge R760 2x Xeon Gold 6448Y / 256GB ECC / 8x 1.92TB SSD / PERC H755,30,643000.00,0.00,0.00,18.0,3472200.00,22762200.00,ONE_TIME,WH-001,ALLOCATED
QL-00222,QT-0060,4,SERVICE,,SRV-005,,Enterprise Laptop Zero-Touch Imaging,1,1200.00,10.00,120.00,18.0,194.40,1274.40,ONE_TIME,,PENDING
QL-00223,QT-0060,5,SUBSCRIPTION,,,SUB-002,Non-Comprehensive AMC (Labour Only) (Annually),1,22000.00,0.00,0.00,18.0,3960.00,25960.00,RECURRING,,PENDING
QL-00224,QT-0061,1,PRODUCT,VAR-0101,,,Aruba CX 6100 24-Port Gigabit 4x 10G SFP+ Non-PoE Switch,10,89000.00,3.00,26700.00,18.0,155394.00,1018694.00,ONE_TIME,WH-001,ALLOCATED
QL-00225,QT-0061,2,PRODUCT,VAR-0203,,,HP Z2 SFF G9 i9 / 64GB ECC / 2TB / RTX 4000 SFF Ada 20GB,50,237000.00,12.00,1422000.00,18.0,1877040.00,12305040.00,ONE_TIME,WH-001,ALLOCATED
QL-00226,QT-0061,3,PRODUCT,VAR-0499,,,Dell PowerVault ME5024 Dual Controller 24-Bay 2U Array with 8x 16Gb FC Ports Populated with 64TB Enterprise Storage (4x 16TB),5,884000.00,0.00,0.00,18.0,795600.00,5215600.00,ONE_TIME,WH-001,ALLOCATED
QL-00227,QT-0061,4,PRODUCT,VAR-0339,,,Enterprise Operational IT Hardware Component Tier-29 (UPS) - Professional High-End Edition,10,26250.00,10.00,26250.00,18.0,42525.00,278775.00,ONE_TIME,WH-001,ALLOCATED
QL-00228,QT-0062,1,PRODUCT,VAR-0199,,,ThinkCentre M70s Gen 4 i7 / 32GB / 1TB SSD,20,72500.00,7.50,108750.00,18.0,241425.00,1582675.00,ONE_TIME,WH-001,ALLOCATED
QL-00229,QT-0062,2,PRODUCT,VAR-0326,,,Enterprise Operational IT Hardware Component Tier-23 (STO) - Standard Edition,10,18500.00,10.00,18500.00,18.0,29970.00,196470.00,ONE_TIME,WH-001,ALLOCATED
QL-00230,QT-0063,1,PRODUCT,VAR-0157,,,Logitech MK370 Combo with Logi Bolt Wireless Security,5,2995.00,0.00,0.00,18.0,2695.50,17670.50,ONE_TIME,WH-001,ALLOCATED
QL-00231,QT-0063,2,PRODUCT,VAR-0374,,,Enterprise Operational IT Hardware Component Tier-47 (MON) - Standard Edition,10,23500.00,3.00,7050.00,18.0,41031.00,268981.00,ONE_TIME,WH-001,ALLOCATED
QL-00232,QT-0063,3,PRODUCT,VAR-0324,,,Enterprise Operational IT Hardware Component Tier-22 (MON) - Standard Edition,75,23500.00,3.00,52875.00,18.0,307732.50,2017357.50,ONE_TIME,WH-001,ALLOCATED
QL-00233,QT-0063,4,PRODUCT,VAR-0439,,,Enterprise Operational IT Hardware Component Tier-79 (UPS) - Professional High-End Edition,50,26250.00,12.00,157500.00,18.0,207900.00,1362900.00,ONE_TIME,WH-001,ALLOCATED
QL-00234,QT-0063,5,SERVICE,,SRV-011,,Storage SAN/NAS LUN Provisioning,1,16800.00,5.00,840.00,18.0,2872.80,18832.80,ONE_TIME,,PENDING
QL-00235,QT-0064,1,PRODUCT,VAR-0369,,,Enterprise Operational IT Hardware Component Tier-44 (UPS) - Professional High-End Edition,20,26250.00,7.50,39375.00,18.0,87412.50,573037.50,ONE_TIME,WH-001,ALLOCATED
QL-00236,QT-0064,2,PRODUCT,VAR-0138,,,"Dell P2723DE 27"" QHD (2560x1440) USB-C 90W Hub Display",10,34500.00,5.00,17250.00,18.0,58995.00,386745.00,ONE_TIME,WH-001,ALLOCATED
